ID	Species	numCommas	KEGG_Path	KEGG_PATH_Name	count
manZ	Escherichia coli	 54	KEGG_Path_029	eco00520:Amino sugar and nucleotide sugar metabolism	2
manZ	Escherichia coli	 54	KEGG_Path_030	eco02060:Phosphotransferase system (PTS)	3
mazG	Escherichia coli	 44	KEGG_Path_021	eco00230:Purine metabolism	1
mazG	Escherichia coli	 44	KEGG_Path_022	eco00240:Pyrimidine metabolism	2
mdh	Escherichia coli	 54	KEGG_Path_028	eco00020:Citrate cycle (TCA cycle)	1
mdh	Escherichia coli	 54	KEGG_Path_029	eco00620:Pyruvate metabolism	2
mdh	Escherichia coli	 54	KEGG_Path_030	eco00630:Glyoxylate and dicarboxylate metabolism	3
mdlB	Escherichia coli	 14	KEGG_Path_009	eco02010:ABC transporters	1
melA	Escherichia coli	 54	KEGG_Path_028	eco00052:Galactose metabolism	1
melA	Escherichia coli	 54	KEGG_Path_029	eco00561:Glycerolipid metabolism	2
melA	Escherichia coli	 54	KEGG_Path_030	eco00600:Sphingolipid metabolism	3
menA	Escherichia coli	 18	KEGG_Path_010	eco00130:Ubiquinone and other terpenoid-quinone biosynthesis	1
menB	Escherichia coli	 18	KEGG_Path_010	eco00130:Ubiquinone and other terpenoid-quinone biosynthesis	1
menC	Escherichia coli	 18	KEGG_Path_010	eco00130:Ubiquinone and other terpenoid-quinone biosynthesis	1
menD	Escherichia coli	 18	KEGG_Path_010	eco00130:Ubiquinone and other terpenoid-quinone biosynthesis	1
menE	Escherichia coli	 18	KEGG_Path_010	eco00130:Ubiquinone and other terpenoid-quinone biosynthesis	1
menF	Escherichia coli	 36	KEGG_Path_019	eco00130:Ubiquinone and other terpenoid-quinone biosynthesis	1
menF	Escherichia coli	 36	KEGG_Path_020	eco01053:Biosynthesis of siderophore group nonribosomal peptides	2
metA	Escherichia coli	 36	KEGG_Path_019	eco00270:Cysteine and methionine metabolism	1
metA	Escherichia coli	 36	KEGG_Path_020	eco00920:Sulfur metabolism	2
metB	Escherichia coli	 54	KEGG_Path_028	eco00270:Cysteine and methionine metabolism	1
metB	Escherichia coli	 54	KEGG_Path_029	eco00450:Selenoamino acid metabolism	2
metB	Escherichia coli	 54	KEGG_Path_030	eco00920:Sulfur metabolism	3
metC	Escherichia coli	 72	KEGG_Path_037	eco00270:Cysteine and methionine metabolism	1
metC	Escherichia coli	 72	KEGG_Path_038	eco00450:Selenoamino acid metabolism	2
metC	Escherichia coli	 72	KEGG_Path_039	eco00910:Nitrogen metabolism	3
metC	Escherichia coli	 72	KEGG_Path_040	eco00920:Sulfur metabolism	4
metE	Escherichia coli	 18	KEGG_Path_010	eco00270:Cysteine and methionine metabolism	1
metF	Escherichia coli	 44	KEGG_Path_021	eco00670:One carbon pool by folate	1
metF	Escherichia coli	 44	KEGG_Path_022	eco00680:Methane metabolism	2
metG	Escherichia coli	 44	KEGG_Path_021	eco00450:Selenoamino acid metabolism	1
metG	Escherichia coli	 44	KEGG_Path_022	eco00970:Aminoacyl-tRNA biosynthesis	2
metH	Escherichia coli	 44	KEGG_Path_021	eco00270:Cysteine and methionine metabolism	1
metH	Escherichia coli	 44	KEGG_Path_022	eco00670:One carbon pool by folate	2
metI	Escherichia coli	 16	KEGG_Path_008	eco02010:ABC transporters	1
metK	Escherichia coli	 36	KEGG_Path_019	eco00270:Cysteine and methionine metabolism	1
metK	Escherichia coli	 36	KEGG_Path_020	eco00450:Selenoamino acid metabolism	2
metL	Escherichia coli	 66	KEGG_Path_031	eco00260:Glycine, serine and threonine metabolism	1
metL	Escherichia coli	 66	KEGG_Path_032	eco00270:Cysteine and methionine metabolism	2
metL	Escherichia coli	 66	KEGG_Path_033	eco00300:Lysine biosynthesis	3
metN	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
metQ	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
mfd	Escherichia coli	 18	KEGG_Path_010	eco03420:Nucleotide excision repair	1
mglA	Escherichia coli	 17	KEGG_Path_009	eco02010:ABC transporters	1
mglB	Escherichia coli	 36	KEGG_Path_019	eco02010:ABC transporters	1
mglB	Escherichia coli	 36	KEGG_Path_020	eco02030:Bacterial chemotaxis	2
mglC	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
mgsA	Escherichia coli	 22	KEGG_Path_011	eco00620:Pyruvate metabolism	1
mhpA	Escherichia coli	 16	KEGG_Path_008	eco00360:Phenylalanine metabolism	1
mhpB	Escherichia coli	 16	KEGG_Path_008	eco00360:Phenylalanine metabolism	1
mhpC	Escherichia coli	 13	KEGG_Path_007	eco00360:Phenylalanine metabolism	1
mhpD	Escherichia coli	150	KEGG_Path_061	eco00360:Phenylalanine metabolism	1
mhpD	Escherichia coli	150	KEGG_Path_062	eco00362:Benzoate degradation via hydroxylation	2
mhpD	Escherichia coli	150	KEGG_Path_063	eco00621:Biphenyl degradation	3
mhpD	Escherichia coli	150	KEGG_Path_064	eco00622:Toluene and xylene degradation	4
mhpD	Escherichia coli	150	KEGG_Path_065	eco00627:1	5
mhpD	Escherichia coli	150	KEGG_Path_067	eco00628:Fluorene degradation	6
mhpD	Escherichia coli	150	KEGG_Path_068	eco00629:Carbazole degradation	7
mhpD	Escherichia coli	150	KEGG_Path_069	eco00642:Ethylbenzene degradation	8
mhpD	Escherichia coli	150	KEGG_Path_070	eco00643:Styrene degradation	9
mhpE	Escherichia coli	120	KEGG_Path_051	eco00360:Phenylalanine metabolism	1
mhpE	Escherichia coli	120	KEGG_Path_052	eco00362:Benzoate degradation via hydroxylation	2
mhpE	Escherichia coli	120	KEGG_Path_053	eco00621:Biphenyl degradation	3
mhpE	Escherichia coli	120	KEGG_Path_054	eco00622:Toluene and xylene degradation	4
mhpE	Escherichia coli	120	KEGG_Path_055	eco00627:1	5
mhpE	Escherichia coli	120	KEGG_Path_057	eco00628:Fluorene degradation	6
mhpE	Escherichia coli	120	KEGG_Path_058	eco00629:Carbazole degradation	7
mhpE	Escherichia coli	120	KEGG_Path_059	eco00642:Ethylbenzene degradation	8
mhpE	Escherichia coli	120	KEGG_Path_060	eco00643:Styrene degradation	9
mhpF	Escherichia coli	 24	KEGG_Path_011	eco00620:Pyruvate metabolism	1
mhpF	Escherichia coli	 24	KEGG_Path_012	eco00650:Butanoate metabolism	2
modA	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
modB	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
modC	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
modF	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
motA	Escherichia coli	 54	KEGG_Path_028	eco02020:Two-component system	1
motA	Escherichia coli	 54	KEGG_Path_029	eco02030:Bacterial chemotaxis	2
motA	Escherichia coli	 54	KEGG_Path_030	eco02040:Flagellar assembly	3
motB	Escherichia coli	 44	KEGG_Path_021	eco02030:Bacterial chemotaxis	1
motB	Escherichia coli	 44	KEGG_Path_022	eco02040:Flagellar assembly	2
mppA	Escherichia coli	 17	KEGG_Path_009	eco02010:ABC transporters	1
mqo	Escherichia coli	 16	KEGG_Path_008	eco00620:Pyruvate metabolism	1
mraY	Escherichia coli	 22	KEGG_Path_011	eco00550:Peptidoglycan biosynthesis	1
mrcA	Escherichia coli	 22	KEGG_Path_011	eco00550:Peptidoglycan biosynthesis	1
mrcB	Escherichia coli	 22	KEGG_Path_011	eco00550:Peptidoglycan biosynthesis	1
mrdA	Escherichia coli	 17	KEGG_Path_010	eco00550:Peptidoglycan biosynthesis	1
msbA	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
mtgA	Escherichia coli	 22	KEGG_Path_011	eco00550:Peptidoglycan biosynthesis	1
mtlA	Escherichia coli	 36	KEGG_Path_019	eco00051:Fructose and mannose metabolism	1
mtlA	Escherichia coli	 36	KEGG_Path_020	eco02060:Phosphotransferase system (PTS)	2
mtlD	Escherichia coli	 18	KEGG_Path_010	eco00051:Fructose and mannose metabolism	1
murA	Escherichia coli	 34	KEGG_Path_017	eco00520:Amino sugar and nucleotide sugar metabolism	1
murA	Escherichia coli	 34	KEGG_Path_018	eco00550:Peptidoglycan biosynthesis	2
murB	Escherichia coli	 44	KEGG_Path_021	eco00520:Amino sugar and nucleotide sugar metabolism	1
murB	Escherichia coli	 44	KEGG_Path_022	eco00550:Peptidoglycan biosynthesis	2
murC	Escherichia coli	 44	KEGG_Path_021	eco00471:D-Glutamine and D-glutamate metabolism	1
murC	Escherichia coli	 44	KEGG_Path_022	eco00550:Peptidoglycan biosynthesis	2
murD	Escherichia coli	 44	KEGG_Path_021	eco00471:D-Glutamine and D-glutamate metabolism	1
murD	Escherichia coli	 44	KEGG_Path_022	eco00550:Peptidoglycan biosynthesis	2
murE	Escherichia coli	 44	KEGG_Path_021	eco00300:Lysine biosynthesis	1
murE	Escherichia coli	 44	KEGG_Path_022	eco00550:Peptidoglycan biosynthesis	2
murF	Escherichia coli	 44	KEGG_Path_021	eco00300:Lysine biosynthesis	1
murF	Escherichia coli	 44	KEGG_Path_022	eco00550:Peptidoglycan biosynthesis	2
murG	Escherichia coli	 22	KEGG_Path_011	eco00550:Peptidoglycan biosynthesis	1
murI	Escherichia coli	 18	KEGG_Path_010	eco00471:D-Glutamine and D-glutamate metabolism	1
murP	Escherichia coli	 44	KEGG_Path_021	eco00520:Amino sugar and nucleotide sugar metabolism	1
murP	Escherichia coli	 44	KEGG_Path_022	eco02060:Phosphotransferase system (PTS)	2
murQ	Escherichia coli	 22	KEGG_Path_011	eco00520:Amino sugar and nucleotide sugar metabolism	1
mutH	Escherichia coli	 18	KEGG_Path_010	eco03430:Mismatch repair	1
mutL	Escherichia coli	 22	KEGG_Path_011	eco03430:Mismatch repair	1
mutM	Escherichia coli	 18	KEGG_Path_010	eco03410:Base excision repair	1
mutS	Escherichia coli	 18	KEGG_Path_010	eco03430:Mismatch repair	1
mutY	Escherichia coli	 18	KEGG_Path_010	eco03410:Base excision repair	1
nadA	Escherichia coli	 18	KEGG_Path_010	eco00760:Nicotinate and nicotinamide metabolism	1
nadB	Escherichia coli	 34	KEGG_Path_019	eco00250:Alanine, aspartate and glutamate metabolism	1
nadB	Escherichia coli	 34	KEGG_Path_020	eco00760:Nicotinate and nicotinamide metabolism	2
nadC	Escherichia coli	 18	KEGG_Path_010	eco00760:Nicotinate and nicotinamide metabolism	1
nadD	Escherichia coli	 22	KEGG_Path_011	eco00760:Nicotinate and nicotinamide metabolism	1
nadE	Escherichia coli	 24	KEGG_Path_013	eco00760:Nicotinate and nicotinamide metabolism	1
nadE	Escherichia coli	 24	KEGG_Path_014	eco00910:Nitrogen metabolism	2
nadR	Escherichia coli	 18	KEGG_Path_010	eco00760:Nicotinate and nicotinamide metabolism	1
nagA	Escherichia coli	 22	KEGG_Path_011	eco00520:Amino sugar and nucleotide sugar metabolism	1
nagB	Escherichia coli	 22	KEGG_Path_011	eco00520:Amino sugar and nucleotide sugar metabolism	1
nagE	Escherichia coli	 36	KEGG_Path_019	eco00520:Amino sugar and nucleotide sugar metabolism	1
nagE	Escherichia coli	 36	KEGG_Path_020	eco02060:Phosphotransferase system (PTS)	2
nagZ	Escherichia coli	 16	KEGG_Path_008	eco00520:Amino sugar and nucleotide sugar metabolism	1
nanA	Escherichia coli	 18	KEGG_Path_010	eco00520:Amino sugar and nucleotide sugar metabolism	1
nanE	Escherichia coli	 11	KEGG_Path_005	eco00520:Amino sugar and nucleotide sugar metabolism	1
nanK	Escherichia coli	  4	KEGG_Path_003	eco00520:Amino sugar and nucleotide sugar metabolism	1
napA	Escherichia coli	 18	KEGG_Path_010	eco00910:Nitrogen metabolism	1
narG	Escherichia coli	 36	KEGG_Path_019	eco00910:Nitrogen metabolism	1
narG	Escherichia coli	 36	KEGG_Path_020	eco02020:Two-component system	2
narH	Escherichia coli	 36	KEGG_Path_019	eco00910:Nitrogen metabolism	1
narH	Escherichia coli	 36	KEGG_Path_020	eco02020:Two-component system	2
narI	Escherichia coli	 32	KEGG_Path_019	eco00910:Nitrogen metabolism	1
narI	Escherichia coli	 32	KEGG_Path_020	eco02020:Two-component system	2
narJ	Escherichia coli	 36	KEGG_Path_019	eco00910:Nitrogen metabolism	1
narJ	Escherichia coli	 36	KEGG_Path_020	eco02020:Two-component system	2
narL	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
narP	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
narQ	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
narV	Escherichia coli	 16	KEGG_Path_010	eco00910:Nitrogen metabolism	1
narW	Escherichia coli	 18	KEGG_Path_010	eco00910:Nitrogen metabolism	1
narX	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
narY	Escherichia coli	 18	KEGG_Path_010	eco00910:Nitrogen metabolism	1
narZ	Escherichia coli	 18	KEGG_Path_010	eco00910:Nitrogen metabolism	1
ndh	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
ndk	Escherichia coli	 44	KEGG_Path_021	eco00230:Purine metabolism	1
ndk	Escherichia coli	 44	KEGG_Path_022	eco00240:Pyrimidine metabolism	2
nei	Escherichia coli	 17	KEGG_Path_009	eco03410:Base excision repair	1
nemA	Escherichia coli	 18	KEGG_Path_010	eco00633:Trinitrotoluene degradation	1
nfo	Escherichia coli	 17	KEGG_Path_010	eco03410:Base excision repair	1
nfsA	Escherichia coli	 16	KEGG_Path_008	eco00633:Trinitrotoluene degradation	1
nikA	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
nikB	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
nikC	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
nikD	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
nikE	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
nirB	Escherichia coli	 18	KEGG_Path_010	eco00910:Nitrogen metabolism	1
nirD	Escherichia coli	 22	KEGG_Path_011	eco00910:Nitrogen metabolism	1
nlpA	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
nrdA	Escherichia coli	 36	KEGG_Path_019	eco00230:Purine metabolism	1
nrdA	Escherichia coli	 36	KEGG_Path_020	eco00240:Pyrimidine metabolism	2
nrdB	Escherichia coli	 44	KEGG_Path_021	eco00230:Purine metabolism	1
nrdB	Escherichia coli	 44	KEGG_Path_022	eco00240:Pyrimidine metabolism	2
nrdD	Escherichia coli	 36	KEGG_Path_019	eco00230:Purine metabolism	1
nrdD	Escherichia coli	 36	KEGG_Path_020	eco00240:Pyrimidine metabolism	2
nrdE	Escherichia coli	 36	KEGG_Path_019	eco00230:Purine metabolism	1
nrdE	Escherichia coli	 36	KEGG_Path_020	eco00240:Pyrimidine metabolism	2
nrdF	Escherichia coli	 44	KEGG_Path_021	eco00230:Purine metabolism	1
nrdF	Escherichia coli	 44	KEGG_Path_022	eco00240:Pyrimidine metabolism	2
nrfA	Escherichia coli	 22	KEGG_Path_011	eco00910:Nitrogen metabolism	1
nth	Escherichia coli	 18	KEGG_Path_010	eco03410:Base excision repair	1
nudC	Escherichia coli	 22	KEGG_Path_011	eco00760:Nicotinate and nicotinamide metabolism	1
nudE	Escherichia coli	 22	KEGG_Path_011	eco00230:Purine metabolism	1
nudF	Escherichia coli	 22	KEGG_Path_011	eco00230:Purine metabolism	1
nuoA	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoB	Escherichia coli	 16	KEGG_Path_008	eco00190:Oxidative phosphorylation	1
nuoC	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoE	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoF	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoG	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoH	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoI	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoJ	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoK	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoL	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoM	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
nuoN	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
ompC	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
ompF	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
ompR	Escherichia coli	 22	KEGG_Path_011	eco02020:Two-component system	1
oppA	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
oppB	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
oppC	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
oppD	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
oppF	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
otsA	Escherichia coli	 18	KEGG_Path_010	eco00500:Starch and sucrose metabolism	1
otsB	Escherichia coli	 18	KEGG_Path_010	eco00500:Starch and sucrose metabolism	1
pabA	Escherichia coli	 18	KEGG_Path_010	eco00790:Folate biosynthesis	1
pabB	Escherichia coli	 17	KEGG_Path_009	eco00790:Folate biosynthesis	1
pabC	Escherichia coli	 18	KEGG_Path_010	eco00790:Folate biosynthesis	1
panB	Escherichia coli	 22	KEGG_Path_011	eco00770:Pantothenate and CoA biosynthesis	1
panC	Escherichia coli	 44	KEGG_Path_021	eco00410:beta-Alanine metabolism	1
panC	Escherichia coli	 44	KEGG_Path_022	eco00770:Pantothenate and CoA biosynthesis	2
panD	Escherichia coli	 34	KEGG_Path_019	eco00410:beta-Alanine metabolism	1
panD	Escherichia coli	 34	KEGG_Path_020	eco00770:Pantothenate and CoA biosynthesis	2
pbpC	Escherichia coli	 18	KEGG_Path_010	eco00550:Peptidoglycan biosynthesis	1
pcnB	Escherichia coli	 22	KEGG_Path_011	eco03018:RNA degradation	1
pdxA	Escherichia coli	 22	KEGG_Path_011	eco00750:Vitamin B6 metabolism	1
pdxB	Escherichia coli	 18	KEGG_Path_010	eco00750:Vitamin B6 metabolism	1
pdxH	Escherichia coli	 18	KEGG_Path_010	eco00750:Vitamin B6 metabolism	1
pdxJ	Escherichia coli	 18	KEGG_Path_010	eco00750:Vitamin B6 metabolism	1
pdxK	Escherichia coli	 22	KEGG_Path_011	eco00750:Vitamin B6 metabolism	1
pdxY	Escherichia coli	 18	KEGG_Path_010	eco00750:Vitamin B6 metabolism	1
pepA	Escherichia coli	 18	KEGG_Path_010	eco00480:Glutathione metabolism	1
pepB	Escherichia coli	 18	KEGG_Path_010	eco00480:Glutathione metabolism	1
pepD	Escherichia coli	 72	KEGG_Path_037	eco00330:Arginine and proline metabolism	1
pepD	Escherichia coli	 72	KEGG_Path_038	eco00340:Histidine metabolism	2
pepD	Escherichia coli	 72	KEGG_Path_039	eco00410:beta-Alanine metabolism	3
pepD	Escherichia coli	 72	KEGG_Path_040	eco00480:Glutathione metabolism	4
pepN	Escherichia coli	 22	KEGG_Path_011	eco00480:Glutathione metabolism	1
pfkA	Escherichia coli	 76	KEGG_Path_037	eco00010:Glycolysis / Gluconeogenesis	1
pfkA	Escherichia coli	 76	KEGG_Path_038	eco00030:Pentose phosphate pathway	2
pfkA	Escherichia coli	 76	KEGG_Path_039	eco00051:Fructose and mannose metabolism	3
pfkA	Escherichia coli	 76	KEGG_Path_040	eco00052:Galactose metabolism	4
pfkB	Escherichia coli	 72	KEGG_Path_037	eco00010:Glycolysis / Gluconeogenesis	1
pfkB	Escherichia coli	 72	KEGG_Path_038	eco00030:Pentose phosphate pathway	2
pfkB	Escherichia coli	 72	KEGG_Path_039	eco00051:Fructose and mannose metabolism	3
pfkB	Escherichia coli	 72	KEGG_Path_040	eco00052:Galactose metabolism	4
pflB	Escherichia coli	 39	KEGG_Path_019	eco00620:Pyruvate metabolism	1
pflB	Escherichia coli	 39	KEGG_Path_020	eco00640:Propanoate metabolism	2
pflB	Escherichia coli	 39	KEGG_Path_021	eco00650:Butanoate metabolism	3
pflD	Escherichia coli	 66	KEGG_Path_031	eco00620:Pyruvate metabolism	1
pflD	Escherichia coli	 66	KEGG_Path_032	eco00640:Propanoate metabolism	2
pflD	Escherichia coli	 66	KEGG_Path_033	eco00650:Butanoate metabolism	3
pgi	Escherichia coli	 88	KEGG_Path_041	eco00010:Glycolysis / Gluconeogenesis	1
pgi	Escherichia coli	 88	KEGG_Path_042	eco00030:Pentose phosphate pathway	2
pgi	Escherichia coli	 88	KEGG_Path_043	eco00500:Starch and sucrose metabolism	3
pgi	Escherichia coli	 88	KEGG_Path_044	eco00520:Amino sugar and nucleotide sugar metabolism	4
pgk	Escherichia coli	 22	KEGG_Path_011	eco00010:Glycolysis / Gluconeogenesis	1
pgm	Escherichia coli	108	KEGG_Path_055	eco00010:Glycolysis / Gluconeogenesis	1
pgm	Escherichia coli	108	KEGG_Path_056	eco00030:Pentose phosphate pathway	2
pgm	Escherichia coli	108	KEGG_Path_057	eco00052:Galactose metabolism	3
pgm	Escherichia coli	108	KEGG_Path_058	eco00500:Starch and sucrose metabolism	4
pgm	Escherichia coli	108	KEGG_Path_059	eco00520:Amino sugar and nucleotide sugar metabolism	5
pgm	Escherichia coli	108	KEGG_Path_060	eco00521:Streptomycin biosynthesis	6
pgpA	Escherichia coli	 18	KEGG_Path_010	eco00564:Glycerophospholipid metabolism	1
pgpB	Escherichia coli	 18	KEGG_Path_010	eco00564:Glycerophospholipid metabolism	1
pgsA	Escherichia coli	 18	KEGG_Path_010	eco00564:Glycerophospholipid metabolism	1
pheA	Escherichia coli	 22	KEGG_Path_011	eco00400:Phenylalanine, tyrosine and tryptophan biosynthesis	1
pheS	Escherichia coli	  1	KEGG_Path_010	eco00970:Aminoacyl-tRNA biosynthesis	1
pheT	Escherichia coli	 21	KEGG_Path_010	eco00970:Aminoacyl-tRNA biosynthesis	1
phnC	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
phnD	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
phnE	Escherichia coli	 16	KEGG_Path_008	eco02010:ABC transporters	1
phnK	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
phnL	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
phnN	Escherichia coli	 17	KEGG_Path_009	eco00030:Pentose phosphate pathway	1
phoA	Escherichia coli	 51	KEGG_Path_025	eco00361:gamma-Hexachlorocyclohexane degradation	1
phoA	Escherichia coli	 51	KEGG_Path_026	eco00790:Folate biosynthesis	2
phoA	Escherichia coli	 51	KEGG_Path_027	eco02020:Two-component system	3
phoB	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
phoP	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
phoQ	Escherichia coli	 18	KEGG_Path_010	eco02020:Two-component system	1
phoR	Escherichia coli	 22	KEGG_Path_011	eco02020:Two-component system	1
pldA	Escherichia coli	 36	KEGG_Path_019	eco00564:Glycerophospholipid metabolism	1
pldA	Escherichia coli	 36	KEGG_Path_020	eco00592:alpha-Linolenic acid metabolism	2
plsB	Escherichia coli	 36	KEGG_Path_019	eco00561:Glycerolipid metabolism	1
plsB	Escherichia coli	 36	KEGG_Path_020	eco00564:Glycerophospholipid metabolism	2
plsC	Escherichia coli	 36	KEGG_Path_019	eco00561:Glycerolipid metabolism	1
plsC	Escherichia coli	 36	KEGG_Path_020	eco00564:Glycerophospholipid metabolism	2
pncA	Escherichia coli	 14	KEGG_Path_007	eco00760:Nicotinate and nicotinamide metabolism	1
pncB	Escherichia coli	 18	KEGG_Path_010	eco00760:Nicotinate and nicotinamide metabolism	1
pnp	Escherichia coli	 54	KEGG_Path_028	eco00230:Purine metabolism	1
pnp	Escherichia coli	 54	KEGG_Path_029	eco00240:Pyrimidine metabolism	2
pnp	Escherichia coli	 54	KEGG_Path_030	eco03018:RNA degradation	3
pntA	Escherichia coli	 22	KEGG_Path_011	eco00760:Nicotinate and nicotinamide metabolism	1
pntB	Escherichia coli	 22	KEGG_Path_011	eco00760:Nicotinate and nicotinamide metabolism	1
polA	Escherichia coli	102	KEGG_Path_049	eco00230:Purine metabolism	1
polA	Escherichia coli	102	KEGG_Path_050	eco00240:Pyrimidine metabolism	2
polA	Escherichia coli	102	KEGG_Path_051	eco03030:DNA replication	3
polA	Escherichia coli	102	KEGG_Path_052	eco03410:Base excision repair	4
polA	Escherichia coli	102	KEGG_Path_053	eco03420:Nucleotide excision repair	5
polA	Escherichia coli	102	KEGG_Path_054	eco03440:Homologous recombination	6
potA	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
potB	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
potC	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
potD	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
potF	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
potG	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
potH	Escherichia coli	 17	KEGG_Path_010	eco02010:ABC transporters	1
potI	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
poxB	Escherichia coli	 18	KEGG_Path_010	eco00620:Pyruvate metabolism	1
ppa	Escherichia coli	 18	KEGG_Path_010	eco00190:Oxidative phosphorylation	1
ppc	Escherichia coli	 18	KEGG_Path_010	eco00620:Pyruvate metabolism	1
ppk	Escherichia coli	 36	KEGG_Path_019	eco00190:Oxidative phosphorylation	1
ppk	Escherichia coli	 36	KEGG_Path_020	eco03018:RNA degradation	2
ppsA	Escherichia coli	 11	KEGG_Path_005	eco00620:Pyruvate metabolism	1
ppx	Escherichia coli	 18	KEGG_Path_010	eco00230:Purine metabolism	1
priA	Escherichia coli	 18	KEGG_Path_010	eco03440:Homologous recombination	1
priB	Escherichia coli	 13	KEGG_Path_006	eco03440:Homologous recombination	1
priC	Escherichia coli	 18	KEGG_Path_010	eco03440:Homologous recombination	1
proA	Escherichia coli	 22	KEGG_Path_011	eco00330:Arginine and proline metabolism	1
proB	Escherichia coli	 18	KEGG_Path_010	eco00330:Arginine and proline metabolism	1
proC	Escherichia coli	 19	KEGG_Path_010	eco00330:Arginine and proline metabolism	1
proS	Escherichia coli	 18	KEGG_Path_010	eco00970:Aminoacyl-tRNA biosynthesis	1
proV	Escherichia coli	 17	KEGG_Path_009	eco02010:ABC transporters	1
proW	Escherichia coli	 18	KEGG_Path_010	eco02010:ABC transporters	1
proX	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
prpB	Escherichia coli	 21	KEGG_Path_010	eco00640:Propanoate metabolism	1
prpC	Escherichia coli	 17	KEGG_Path_009	eco00640:Propanoate metabolism	1
prpD	Escherichia coli	 21	KEGG_Path_010	eco00640:Propanoate metabolism	1
prpE	Escherichia coli	 21	KEGG_Path_010	eco00640:Propanoate metabolism	1
psd	Escherichia coli	 21	KEGG_Path_011	eco00564:Glycerophospholipid metabolism	1
pssA	Escherichia coli	 44	KEGG_Path_021	eco00260:Glycine, serine and threonine metabolism	1
pssA	Escherichia coli	 44	KEGG_Path_022	eco00564:Glycerophospholipid metabolism	2
pstA	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
pstB	Escherichia coli	  1	KEGG_Path_010	eco02010:ABC transporters	1
pstC	Escherichia coli	 22	KEGG_Path_011	eco02010:ABC transporters	1
