ID	Gene Name	Species	GOTERM_MF_FAT
aslB	Anaerobic sulfatase-maturating enzyme homolog aslB	Escherichia coli	GO:0005506~iron ion binding,GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051539~4 iron, 4 sulfur cluster binding,GO:0051540~metal cluster binding,
yrbH	Arabinose 5-phosphate isomerase	Escherichia coli	GO:0003938~IMP dehydrogenase activity,GO:0005529~sugar binding,GO:0016860~intramolecular oxidoreductase activity,GO:0016861~intramolecular oxidoreductase activity, interconverting aldoses and ketoses,GO:0019146~arabinose-5-phosphate isomerase activity,GO:0030246~carbohydrate binding,
argR	Arginine repressor	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,
yjdE	Arginine/agmatine antiporter	Escherichia coli	GO:0005275~amine transmembrane transporter activity,GO:0015171~amino acid transmembrane transporter activity,GO:0015297~antiporter activity,
argH	Argininosuccinate lyase	Escherichia coli	GO:0004056~argininosuccinate lyase activity,GO:0016840~carbon-nitrogen lyase activity,GO:0016842~amidine-lyase activity,
argG	Argininosuccinate synthase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004055~argininosuccinate synthase activity,GO:0005524~ATP binding,GO:0016879~ligase activity, forming carbon-nitrogen bonds,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
tyrB	Aromatic-amino-acid aminotransferase	Escherichia coli	GO:0008483~transaminase activity,GO:0008793~aromatic-amino-acid:2-oxoglutarate aminotransferase activity,GO:0016769~transferase activity, transferring nitrogenous groups,GO:0019842~vitamin binding,GO:0030170~pyridoxal phosphate binding,GO:0048037~cofactor binding,GO:0070279~vitamin B6 binding,
arsC	Arsenate reductase	Escherichia coli	GO:0008794~arsenate reductase (glutaredoxin) activity,GO:0030611~arsenate reductase activity,GO:0030613~oxidoreductase activity, acting on phosphorus or arsenic in donors,GO:0030614~oxidoreductase activity, acting on phosphorus or arsenic in donors, with disulfide as acceptor,
arsB	Arsenical pump membrane protein	Escherichia coli	GO:0008509~anion transmembrane transporter activity,GO:0015103~inorganic anion transmembrane transporter activity,GO:0015105~arsenite transmembrane transporter activity,
arsR	Arsenical resistance operon repressor	Escherichia coli	GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0030528~transcription regulator activity,
aslA	Arylsulfatase	Escherichia coli	GO:0004065~arylsulfatase activity,GO:0005509~calcium ion binding,GO:0008484~sulfuric ester hydrolase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
ptxA	Ascorbate-specific phosphotransferase enzyme IIA component	Escherichia coli	GO:0005351~sugar:hydrogen symporter activity,GO:0005402~cation:sugar symporter activity,GO:0015293~symporter activity,GO:0015294~solute:cation symporter activity,GO:0015295~solute:hydrogen symporter activity,GO:0051119~sugar transmembrane transporter activity,
sgaB	Ascorbate-specific phosphotransferase enzyme IIB component	Escherichia coli	GO:0005351~sugar:hydrogen symporter activity,GO:0005402~cation:sugar symporter activity,GO:0008982~protein-N(PI)-phosphohistidine-sugar phosphotransferase activity,GO:0015293~symporter activity,GO:0015294~solute:cation symporter activity,GO:0015295~solute:hydrogen symporter activity,GO:0051119~sugar transmembrane transporter activity,
asnC	Asparaginyl-tRNA synthetase; Regulatory protein asnC	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0004812~aminoacyl-tRNA ligase activity,GO:0004815~aspartate-tRNA ligase activity,GO:0004816~asparagine-tRNA ligase activity,GO:0005524~ATP binding,GO:0016875~ligase activity, forming carbon-oxygen bonds,GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds,GO:0017076~purine nucleotide binding,GO:0030528~transcription regulator activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043565~sequence-specific DNA binding,
aspA	Aspartate ammonia-lyase	Escherichia coli	GO:0008797~aspartate ammonia-lyase activity,GO:0016840~carbon-nitrogen lyase activity,GO:0016841~ammonia-lyase activity,
pyrB	Aspartate carbamoyltransferase catalytic chain; Aspartate carbamoyltransferase	Escherichia coli	GO:0004070~aspartate carbamoyltransferase activity,GO:0016597~amino acid binding,GO:0016743~carboxyl- or carbamoyltransferase activity,GO:0031406~carboxylic acid binding,GO:0043176~amine binding,
pyrI	Aspartate carbamoyltransferase regulatory chain	Escherichia coli	GO:0008270~zinc ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
asnA	Aspartate--ammonia ligase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004071~aspartate-ammonia ligase activity,GO:0004812~aminoacyl-tRNA ligase activity,GO:0005524~ATP binding,GO:0016211~ammonia ligase activity,GO:0016875~ligase activity, forming carbon-oxygen bonds,GO:0016876~ligase activity, forming aminoacyl-tRNA and related compounds,GO:0016879~ligase activity, forming carbon-nitrogen bonds,GO:0016880~acid-ammonia (or amide) ligase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
asd	Aspartate-semialdehyde dehydrogenase	Escherichia coli	GO:0000166~nucleotide binding,GO:0004073~aspartate-semialdehyde dehydrogenase activity,GO:0016620~oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor,GO:0046983~protein dimerization activity,GO:0048037~cofactor binding,GO:0050661~NADP or NADPH binding,GO:0050662~coenzyme binding,GO:0051287~NAD or NADH binding,
lysC	Aspartokinase; Lysine-sensitive aspartokinase 3	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004072~aspartate kinase activity,GO:0005524~ATP binding,GO:0016597~amino acid binding,GO:0016774~phosphotransferase activity, carboxyl group as acceptor,GO:0017076~purine nucleotide binding,GO:0019202~amino acid kinase activity,GO:0030554~adenyl nucleotide binding,GO:0031406~carboxylic acid binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043176~amine binding,
bfr	Bacterioferritin	Escherichia coli	GO:0005506~iron ion binding,GO:0008199~ferric iron binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
bfd	Bacterioferritin-associated ferredoxin	Escherichia coli	GO:0005506~iron ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0051536~iron-sulfur cluster binding,GO:0051537~2 iron, 2 sulfur cluster binding,GO:0051540~metal cluster binding,
ampC	Beta-lactamase	Escherichia coli	GO:0004180~carboxypeptidase activity,GO:0008233~peptidase activity,GO:0008238~exopeptidase activity,GO:0008800~beta-lactamase activity,GO:0016812~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides,GO:0070011~peptidase activity, acting on L-amino acid peptides,
metL	Bifunctional aspartokinase/homoserine dehydrogenase 2	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004072~aspartate kinase activity,GO:0004412~homoserine dehydrogenase activity,GO:0005524~ATP binding,GO:0016774~phosphotransferase activity, carboxyl group as acceptor,GO:0017076~purine nucleotide binding,GO:0019202~amino acid kinase activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0048037~cofactor binding,GO:0050661~NADP or NADPH binding,GO:0050662~coenzyme binding,
birA	Bifunctional protein birA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0004077~biotin-[acetyl-CoA-carboxylase] ligase activity,GO:0005524~ATP binding,GO:0016564~transcription repressor activity,GO:0016879~ligase activity, forming carbon-nitrogen bonds,GO:0017076~purine nucleotide binding,GO:0018271~biotin-protein ligase activity,GO:0030528~transcription regulator activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
glmU	Bifunctional protein glmU	Escherichia coli	GO:0000287~magnesium ion binding,GO:0003977~UDP-N-acetylglucosamine diphosphorylase activity,GO:0008080~N-acetyltransferase activity,GO:0016407~acetyltransferase activity,GO:0016410~N-acyltransferase activity,GO:0016779~nucleotidyltransferase activity,GO:0019134~glucosamine-1-phosphate N-acetyltransferase activity,GO:0042280~cell surface antigen activity, host-interacting,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0050897~cobalt ion binding,GO:0070569~uridylyltransferase activity,
rfaE	Bifunctional protein hldE	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016779~nucleotidyltransferase activity,GO:0017076~purine nucleotide binding,GO:0019200~carbohydrate kinase activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
purH	Bifunctional purine biosynthesis protein purH	Escherichia coli	GO:0003937~IMP cyclohydrolase activity,GO:0004372~glycine hydroxymethyltransferase activity,GO:0004643~phosphoribosylaminoimidazolecarboxamide formyltransferase activity,GO:0016814~hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amidines,
adiA	Biodegradative arginine decarboxylase	Escherichia coli	GO:0008792~arginine decarboxylase activity,GO:0016831~carboxy-lyase activity,GO:0019842~vitamin binding,GO:0030170~pyridoxal phosphate binding,GO:0048037~cofactor binding,GO:0070279~vitamin B6 binding,
accB	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	Escherichia coli	GO:0003989~acetyl-CoA carboxylase activity,GO:0009374~biotin binding,GO:0016885~ligase activity, forming carbon-carbon bonds,GO:0019842~vitamin binding,GO:0031406~carboxylic acid binding,GO:0033293~monocarboxylic acid binding,
accC	Biotin carboxylase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003989~acetyl-CoA carboxylase activity,GO:0004075~biotin carboxylase activity,GO:0005524~ATP binding,GO:0009374~biotin binding,GO:0016879~ligase activity, forming carbon-nitrogen bonds,GO:0016885~ligase activity, forming carbon-carbon bonds,GO:0017076~purine nucleotide binding,GO:0019842~vitamin binding,GO:0030554~adenyl nucleotide binding,GO:0031406~carboxylic acid binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0033293~monocarboxylic acid binding,
bisC	Biotin sulfoxide reductase	Escherichia coli	GO:0009055~electron carrier activity,GO:0030151~molybdenum ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
ilvE	Branched-chain-amino-acid aminotransferase	Escherichia coli	GO:0004084~branched-chain-amino-acid transaminase activity,GO:0008483~transaminase activity,GO:0016769~transferase activity, transferring nitrogenous groups,
dctA	C4-dicarboxylate transport protein; Aerobic C4-dicarboxylate transport protein	Escherichia coli	GO:0005310~dicarboxylic acid transmembrane transporter activity,GO:0005311~sodium:dicarboxylate/tricarboxylate symporter activity,GO:0005343~organic acid:sodium symporter activity,GO:0008509~anion transmembrane transporter activity,GO:0015293~symporter activity,GO:0015294~solute:cation symporter activity,GO:0015296~anion:cation symporter activity,GO:0015370~solute:sodium symporter activity,GO:0017153~sodium:dicarboxylate symporter activity,
cdh	CDP-diacylglycerol pyrophosphatase	Escherichia coli	GO:0008715~CDP-diacylglycerol diphosphatase activity,
bioH	Carboxylesterase bioH	Escherichia coli	GO:0004091~carboxylesterase activity,
crp	Catabolite gene activator	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003700~transcription factor activity,GO:0016208~AMP binding,GO:0017076~purine nucleotide binding,GO:0030528~transcription regulator activity,GO:0030551~cyclic nucleotide binding,GO:0030552~cAMP binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
katG	Catalase-peroxidase 1; Catalase-peroxidase	Escherichia coli	GO:0004096~catalase activity,GO:0004601~peroxidase activity,GO:0005506~iron ion binding,GO:0016209~antioxidant activity,GO:0016684~oxidoreductase activity, acting on peroxide as acceptor,GO:0020037~heme binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046906~tetrapyrrole binding,GO:0046914~transition metal ion binding,
actP	Cation/acetate symporter actP	Escherichia coli	GO:0008028~monocarboxylic acid transmembrane transporter activity,GO:0015123~acetate transmembrane transporter activity,GO:0015293~symporter activity,GO:0031402~sodium ion binding,GO:0031420~alkali metal ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
ftsE	Cell division ATP-binding protein ftsE	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
hflB	Cell division protease ftsH	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0004175~endopeptidase activity,GO:0004222~metalloendopeptidase activity,GO:0005524~ATP binding,GO:0008233~peptidase activity,GO:0008237~metallopeptidase activity,GO:0008270~zinc ion binding,GO:0008568~microtubule-severing ATPase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,GO:0070011~peptidase activity, acting on L-amino acid peptides,
ftsN	Cell division protein ftsN	Escherichia coli	GO:0051082~unfolded protein binding,
ftsY	Cell division protein ftsY	Escherichia coli	GO:0000166~nucleotide binding,GO:0003723~RNA binding,GO:0005525~GTP binding,GO:0017076~purine nucleotide binding,GO:0019001~guanyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032561~guanyl ribonucleotide binding,
fic	Cell filamentation protein fic	Escherichia coli	GO:0016779~nucleotidyltransferase activity,
bcsA	Cellulose synthase catalytic subunit [UDP-forming]	Escherichia coli	GO:0016759~cellulose synthase activity,GO:0016760~cellulose synthase (UDP-forming) activity,GO:0035251~UDP-glucosyltransferase activity,GO:0046527~glucosyltransferase activity,
ubiC	Chorismate--pyruvate lyase	Escherichia coli	GO:0008813~chorismate lyase activity,GO:0016833~oxo-acid-lyase activity,
dnaA	Chromosomal replication initiator protein dnaA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003688~DNA replication origin binding,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043565~sequence-specific DNA binding,
aphA	Class B acid phosphatase	Escherichia coli	GO:0000287~magnesium ion binding,GO:0003993~acid phosphatase activity,GO:0008910~kanamycin kinase activity,GO:0016791~phosphatase activity,GO:0034071~aminoglycoside phosphotransferase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
dfp	Coenzyme A biosynthesis bifunctional protein coaBC	Escherichia coli	GO:0000166~nucleotide binding,GO:0000287~magnesium ion binding,GO:0004632~phosphopantothenate--cysteine ligase activity,GO:0004633~phosphopantothenoylcysteine decarboxylase activity,GO:0010181~FMN binding,GO:0016831~carboxy-lyase activity,GO:0016879~ligase activity, forming carbon-nitrogen bonds,GO:0016881~acid-amino acid ligase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0048037~cofactor binding,GO:0050662~coenzyme binding,
cspA	Cold shock protein cspA	Escherichia coli	GO:0003677~DNA binding,
deaD	Cold-shock DEAD box protein A	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003723~RNA binding,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0016779~nucleotidyltransferase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070035~purine NTP-dependent helicase activity,
cirA	Colicin I receptor	Escherichia coli	GO:0005506~iron ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
bglG	Cryptic beta-glucoside bgl operon antiterminator	Escherichia coli	GO:0003723~RNA binding,
metB	Cystathionine gamma-synthase	Escherichia coli	GO:0003962~cystathionine gamma-synthase activity,GO:0016765~transferase activity, transferring alkyl or aryl (other than methyl) groups,GO:0019842~vitamin binding,GO:0030170~pyridoxal phosphate binding,GO:0048037~cofactor binding,GO:0070279~vitamin B6 binding,
nrfA	Cytochrome c-552	Escherichia coli	GO:0005506~iron ion binding,GO:0005509~calcium ion binding,GO:0016661~oxidoreductase activity, acting on other nitrogenous compounds as donors,GO:0016662~oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor,GO:0020037~heme binding,GO:0042279~nitrite reductase (cytochrome, ammonia-forming) activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046906~tetrapyrrole binding,GO:0046914~transition metal ion binding,
nrfE	Cytochrome c-type biogenesis protein nrfE	Escherichia coli	GO:0015232~heme transporter activity,GO:0051184~cofactor transporter activity,
nrfB	Cytochrome c-type protein nrfB	Escherichia coli	GO:0005506~iron ion binding,GO:0016661~oxidoreductase activity, acting on other nitrogenous compounds as donors,GO:0016662~oxidoreductase activity, acting on other nitrogenous compounds as donors, cytochrome as acceptor,GO:0042279~nitrite reductase (cytochrome, ammonia-forming) activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
treF	Cytoplasmic trehalase	Escherichia coli	GO:0004555~alpha,alpha-trehalase activity,GO:0015927~trehalase activity,
dacB	D-alanyl-D-alanine carboxypeptidase dacB	Escherichia coli	GO:0004180~carboxypeptidase activity,GO:0004185~serine-type carboxypeptidase activity,GO:0008233~peptidase activity,GO:0008236~serine-type peptidase activity,GO:0008238~exopeptidase activity,GO:0009002~serine-type D-Ala-D-Ala carboxypeptidase activity,GO:0017171~serine hydrolase activity,GO:0070008~serine-type exopeptidase activity,GO:0070011~peptidase activity, acting on L-amino acid peptides,
alsA	D-allose import ATP-binding protein alsA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0015145~monosaccharide transmembrane transporter activity,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0015407~monosaccharide-transporting ATPase activity,GO:0015608~carbohydrate-importing ATPase activity,GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043211~carbohydrate-transporting ATPase activity,GO:0043492~ATPase activity, coupled to movement of substances,GO:0051119~sugar transmembrane transporter activity,
alsK	D-allose kinase	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0005524~ATP binding,GO:0008787~allose kinase activity,GO:0017076~purine nucleotide binding,GO:0019200~carbohydrate kinase activity,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
alsE	D-allulose-6-phosphate 3-epimerase	Escherichia coli	GO:0004750~ribulose-phosphate 3-epimerase activity,GO:0016854~racemase and epimerase activity,GO:0016857~racemase and epimerase activity, acting on carbohydrates and derivatives,
garD	D-galactarate dehydratase	Escherichia coli	GO:0008867~galactarate dehydratase activity,GO:0016836~hydro-lyase activity,
dgoD	D-galactonate dehydratase	Escherichia coli	GO:0000287~magnesium ion binding,GO:0008869~galactonate dehydratase activity,GO:0016836~hydro-lyase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,
uxuB	D-mannonate oxidoreductase	Escherichia coli	GO:0008866~fructuronate reductase activity,GO:0048037~cofactor binding,GO:0050662~coenzyme binding,
rbsD	D-ribose pyranase	Escherichia coli	GO:0016872~intramolecular lyase activity,
cycA	D-serine/D-alanine/glycine transporter	Escherichia coli	GO:0005275~amine transmembrane transporter activity,GO:0015171~amino acid transmembrane transporter activity,
kbaY	D-tagatose-1,6-bisphosphate aldolase subunit kbaY	Escherichia coli	GO:0004332~fructose-bisphosphate aldolase activity,GO:0008270~zinc ion binding,GO:0009025~tagatose-bisphosphate aldolase activity,GO:0016832~aldehyde-lyase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
agaZ	D-tagatose-1,6-bisphosphate aldolase subunit kbaZ	Escherichia coli	GO:0009024~tagatose-6-phosphate kinase activity,
xylF	D-xylose-binding periplasmic protein	Escherichia coli	GO:0015145~monosaccharide transmembrane transporter activity,GO:0015399~primary active transmembrane transporter activity,GO:0015405~P-P-bond-hydrolysis-driven transmembrane transporter activity,GO:0015407~monosaccharide-transporting ATPase activity,GO:0015608~carbohydrate-importing ATPase activity,GO:0016820~hydrolase activity, acting on acid anhydrides, catalyzing transmembrane movement of substances,GO:0016887~ATPase activity,GO:0042623~ATPase activity, coupled,GO:0042626~ATPase activity, coupled to transmembrane movement of substances,GO:0043211~carbohydrate-transporting ATPase activity,GO:0043492~ATPase activity, coupled to movement of substances,GO:0051119~sugar transmembrane transporter activity,
xylE	D-xylose-proton symporter	Escherichia coli	GO:0005351~sugar:hydrogen symporter activity,GO:0005402~cation:sugar symporter activity,GO:0015293~symporter activity,GO:0015294~solute:cation symporter activity,GO:0015295~solute:hydrogen symporter activity,GO:0016628~oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor,GO:0032440~2-alkenal reductase activity,GO:0051119~sugar transmembrane transporter activity,
dam	DNA adenine methylase	Escherichia coli	GO:0003677~DNA binding,GO:0009007~site-specific DNA-methyltransferase (adenine-specific) activity,GO:0009008~DNA-methyltransferase activity,
gyrB	DNA gyrase subunit B	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003916~DNA topoisomerase activity,GO:0003918~DNA topoisomerase (ATP-hydrolyzing) activity,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,
uvrD	DNA helicase II	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003678~DNA helicase activity,GO:0004003~ATP-dependent DNA helicase activity,GO:0004386~helicase activity,GO:0005524~ATP binding,GO:0008026~ATP-dependent helicase activity,GO:0008094~DNA-dependent ATPase activity,GO:0016887~ATPase activity,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0042623~ATPase activity, coupled,GO:0070035~purine NTP-dependent helicase activity,
ligB	DNA ligase B	Escherichia coli	GO:0000287~magnesium ion binding,GO:0003909~DNA ligase activity,GO:0003911~DNA ligase (NAD+) activity,GO:0016886~ligase activity, forming phosphoric ester bonds,GO:0030145~manganese ion binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
mutL	DNA mismatch repair protein mutL	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003690~double-stranded DNA binding,GO:0005524~ATP binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0030983~mismatched DNA binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043566~structure-specific DNA binding,
polA	DNA polymerase I	Escherichia coli	GO:0003677~DNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0004518~nuclease activity,GO:0004527~exonuclease activity,GO:0008408~3'-5' exonuclease activity,GO:0008409~5'-3' exonuclease activity,GO:0016779~nucleotidyltransferase activity,GO:0034061~DNA polymerase activity,
dnaN	DNA polymerase III subunit beta	Escherichia coli	GO:0003677~DNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0004518~nuclease activity,GO:0004527~exonuclease activity,GO:0008408~3'-5' exonuclease activity,GO:0016779~nucleotidyltransferase activity,GO:0034061~DNA polymerase activity,
holC	DNA polymerase III subunit chi	Escherichia coli	GO:0003677~DNA binding,GO:0003887~DNA-directed DNA polymerase activity,GO:0016779~nucleotidyltransferase activity,GO:0034061~DNA polymerase activity,
holD	DNA polymerase III subunit psi	Escherichia coli	GO:0003887~DNA-directed DNA polymerase activity,GO:0004518~nuclease activity,GO:0004527~exonuclease activity,GO:0008408~3'-5' exonuclease activity,GO:0016779~nucleotidyltransferase activity,GO:0034061~DNA polymerase activity,
dnaG	DNA primase	Escherichia coli	GO:0003677~DNA binding,GO:0003896~DNA primase activity,GO:0003899~DNA-directed RNA polymerase activity,GO:0008270~zinc ion binding,GO:0016779~nucleotidyltransferase activity,GO:0034062~RNA polymerase activity,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
sms	DNA repair protein radA	Escherichia coli	GO:0000166~nucleotide binding,GO:0001882~nucleoside binding,GO:0001883~purine nucleoside binding,GO:0003677~DNA binding,GO:0003684~damaged DNA binding,GO:0005524~ATP binding,GO:0008233~peptidase activity,GO:0008270~zinc ion binding,GO:0017076~purine nucleotide binding,GO:0030554~adenyl nucleotide binding,GO:0032553~ribonucleotide binding,GO:0032555~purine ribonucleotide binding,GO:0032559~adenyl ribonucleotide binding,GO:0043167~ion binding,GO:0043169~cation binding,GO:0046872~metal ion binding,GO:0046914~transition metal ion binding,
