"","From","Gene.Name","row","Escherichia coli str. K-12 substr. MG1655"
"2482","yecM","putative metal-binding enzyme(yecM)",1,946415
"2483","yecN","MAPEG family inner membrane protein(yecN)",1,946381
"2484","yecR","lipoprotein, function unknown(yecR)",1,946386
"2485","yecT","uncharacterized protein(yecT)",1,946511
"2486","yedV","putative sensory kinase in two-component regulatory system with YedW(yedV)",1,946487
"2487","yedW","response regulator family protein(yedW)",1,946486
"2488","yedY","membrane-anchored, periplasmic TMAO, DMSO reductase(yedY)",1,946484
"2489","yedZ","inner membrane heme subunit for periplasmic YedYZ reductase(yedZ)",1,946483
"2490","yeeA","putative transporter, FUSC family inner membrane protein(yeeA)",1,946545
"2491","yeeD","putative TusA family sulfurtransferase(yeeD)",1,946539
"2492","yeeE","UPF0394 family inner membrane protein(yeeE)",1,946526
"2493","yeeJ","putative adhesin(yeeJ)",1,946498
"2494","yeeN","UPF0082 family protein(yeeN)",1,946493
"2495","yeeO","putative multdrug exporter, MATE family(yeeO)",1,946506
"2496","yeeR","CP4-44 prophage; putative membrane protein(yeeR)",1,946512
"2497","yeeS","CP4-44 prophage; putative DNA repair protein(yeeS)",1,946514
"2498","yeeT","CP4-44 prophage; uncharacterized protein(yeeT)",1,946513
"2499","yeeW","pseudo(yeeW)",1,946535
"2500","yeeX","UPF0265 family protein(yeeX)",1,946541
"2501","yeeY","LysR family putative transcriptional regulator(yeeY)",1,946532
"2502","yeeZ","putative epimerase(yeeZ)",1,946538
"2503","yegD","Hsp70 chaperone family protein(yegD)",1,947234
"2504","yegE","putative diguanylate cyclase(yegE)",1,946600
"2505","yegH","inner membrane protein(yegH)",1,946566
"2506","yegI","protein kinase-related putative non-specific DNA-binding protein(yegI)",1,947159
"2507","yegK","ser/thr phosphatase-related protein(yegK)",1,947269
"2508","yegL","VMA domain protein(yegL)",1,946602
"2509","yegP","UPF0339 family protein(yegP)",1,947095
"2510","yegQ","putative peptidase(yegQ)",1,946609
"2511","yegR","uncharacterized protein(yegR)",1,946613
"2512","yegS","phosphatidylglycerol kinase, metal-dependent(yegS)",1,946626
"2513","yegT","nucleoside transporter, low affinity(yegT)",1,946638
"2514","yegU","ADP-ribosylglycohydrolase family protein(yegU)",1,946630
"2515","yegV","putative kinase(yegV)",1,946637
"2516","yegW","putative DNA-binding transcriptional regulator(yegW)",1,946639
"2517","yegX","putative family 25 glycosyl hydrolase(yegX)",1,945543
"2518","yegZ","pseudo(yegZ)",1,949050
"2519","yehB","putative outer membrane protein(yehB)",1,946617
"2520","yehE","DUF2574 family protein(yehE)",1,946615
"2521","yehI","DUF4132 domain-containing protein(yehI)",1,946649
"2522","yehK","uncharacterized protein(yehK)",1,4056035
"2523","yehL","putative hexameric AAA+ MoxR family ATPase(yehL)",1,946656
"2524","yehM","uncharacterized protein(yehM)",1,946651
"2525","yehP","VMA domain putative YehL ATPase stimulator(yehP)",1,946652
"2526","yehQ","pseudo(yehQ)",1,946654
"2527","yehR","lipoprotein, DUF1307 family(yehR)",1,949023
"2528","yehS","DUF1456 family protein(yehS)",1,949026
"2529","yehT","putative response regulator in two-component system withYehU(yehT)",1,949024
"2530","yehU","inner membrane putative sensory kinase in two-component system with YehT(yehU)",1,949027
"2531","yehW","putative ABC transporter permease(yehW)",1,949028
"2532","yehX","putative ABC transporter ATPase(yehX)",1,946659
"2533","yehY","putative ABC transporter permease(yehY)",1,946660
"2534","yeiB","DUF418 family putative inner membrane protein(yeiB)",1,949044
"2535","yeiE","putative DNA-binding transcriptional regulator(yeiE)",1,946657
"2536","yeiG","S-formylglutathione hydrolase(yeiG)",1,949045
"2537","yeiH","UPF0324 family inner membrane protein(yeiH)",1,946668
"2538","yeiI","putative kinase(yeiI)",1,946640
"2539","yeiL","putative transcriptional regulator(yeiL)",1,946670
"2540","yeiP","elongation factor P-like protein(yeiP)",1,946674
"2541","yeiQ","putative NAD-dependent D-mannonate oxidoreductase(yeiQ)",1,946688
"2542","yeiR","Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein(yeiR)",1,946701
"2543","yeiS","DUF2542 family protein(yeiS)",1,948983
"2544","yeiW","UPF0153 cysteine cluster protein(yeiW)",1,4056031
"2545","yejA","microcin C ABC transporter periplasmic binding protein(yejA)",1,946675
"2546","yejB","microcin C ABC transporter permease(yejB)",1,946679
"2547","yejE","microcin C ABC transporter permease(yejE)",1,946683
"2548","yejF","microcin C ABC transporter ATPase(yejF)",1,946689
"2549","yejG","uncharacterized protein(yejG)",1,945319
"2550","yejH","putative ATP-dependent DNA or RNA helicase(yejH)",1,945529
"2551","yejK","spermidine nucleoid-associated protein(yejK)",1,946690
"2552","yejL","UPF0352 family protein(yejL)",1,946694
"2553","yejM","essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor(yejM)",1,946685
"2554","yejO","pseudo(yejO)",1,946867
"2555","yfaA","DUF2138 family protein, putative host defense protein(yfaA)",1,946618
"2556","yfaD","transposase_31 family protein(yfaD)",1,946737
"2557","yfaE","ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance(yfaE)",1,946729
"2558","yfaH","pseudo(yfaH)",1,946718
"2559","yfaL","adhesin(yfaL)",1,946595
"2560","yfaP","DUF2135 family protein, putative host defense protein(yfaP)",1,946728
"2561","yfaQ","tandem DUF2300 domain protein, putative host defense protein(yfaQ)",1,946730
"2562","yfaS","pseudo(yfaS)",1,1450231
"2563","yfaT","DUF1175 family protein, putative host defense protein(yfaT)",1,946622
"2564","yfaY","inactive PncC family protein(yfaY)",1,945478
"2565","yfaZ","outer membrane protein, putative porin(yfaZ)",1,946739
"2566","yfbM","DUF1877 family protein(yfbM)",1,946745
"2567","yfbR","5'-nucleotidase(yfbR)",1,946771
"2568","yfbS","putative transporter(yfbS)",1,946766
"2569","yfbT","sugar phosphatas(yfbT)",1,946777
"2570","yfbU","UPF0304 family protein(yfbU)",1,946767
"2571","yfbV","UPF0208 family inner membrane protein(yfbV)",1,946774
"2572","yfcA","TauE/TSUP family inner membrane protein(yfcA)",1,946808
"2573","yfcC","putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein(yfcC)",1,946780
"2574","yfcD","putative NUDIX hydrolase(yfcD)",1,946783
"2575","yfcE","phosphodiesterase activity on bis-pNPP(yfcE)",1,946755
"2576","yfcF","glutathione S-transferase(yfcF)",1,946749
"2577","yfcG","GSH-dependent disulfide bond oxidoreductase(yfcG)",1,946763
"2578","yfcH","putative NAD-dependent nucleotide-sugar epimerase(yfcH)",1,946784
"2579","yfcI","transposase_31 family protein(yfcI)",1,946787
"2580","yfcJ","putative arabinose efflux transporter(yfcJ)",1,946791
"2581","yfcL","uncharacterized protein(yfcL)",1,946804
"2582","yfcO","DUF2544 family putative outer membrane protein(yfcO)",1,946620
"2583","yfcP","putative fimbrial-like adhesin protein(yfcP)",1,946788
"2584","yfcQ","putative fimbrial-like adhesin protein(yfcQ)",1,946779
"2585","yfcR","putative fimbrial-like adhesin protein(yfcR)",1,946818
"2586","yfcS","putative periplasmic pilin chaperone(yfcS)",1,946418
"2587","yfcV","putative fimbrial-like adhesin protein(yfcV)",1,949109
"2588","yfcZ","UPF0381 family protein(yfcZ)",1,948817
"2589","yfdC","putative inner membrane protein(yfdC)",1,944801
"2590","yfdE","acetyl-CoA:oxalate CoA-transferase(yfdE)",1,946432
"2591","yfdV","putative transporter(yfdV)",1,949110
"2592","yfdX","uncharacterized protein(yfdX)",1,949108
"2593","yfdY","DUF2545 family putative inner membrane protein(yfdY)",1,948842
"2594","yfeA","putative diguanylate cyclase(yfeA)",1,946864
"2595","yfeC","DUF1323 family putative DNA-binding protein(yfeC)",1,946857
"2596","yfeD","DUF1323 family putative DNA-binding protein(yfeD)",1,946865
"2597","yfeH","putative inorganic ion transporter(yfeH)",1,946874
"2598","yfeK","uncharacterized protein(yfeK)",1,946876
"2599","yfeO","putative ion channel protein(yfeO)",1,946854
"2600","yfeR","transcriptional regulator of yefH(yfeR)",1,946873
"2601","yfeS","WGR domain protein(yfeS)",1,946887
"2602","yfeW","penicillin binding protein PBP4B; weak DD-carboxypeptidase activity(yfeW)",1,946907
"2603","yfeX","porphyrinogen oxidase, cytoplasmic(yfeX)",1,946913
"2604","yfeY","RpoE-regulated lipoprotein(yfeY)",1,946919
"2605","yfeZ","inner membrane protein(yfeZ)",1,946918
"2606","yffB","putative ArsC family reductase(yffB)",1,946953
"2607","yfgD","putative oxidoreductase(yfgD)",1,946974
"2608","yfgF","cyclic-di-GMP phosphodiesterase, anaerobic(yfgF)",1,946968
"2609","yfgG","uncharacterized protein(yfgG)",1,946980
"2610","yfgH","outer membrane integrity lipoprotein(yfgH)",1,945709
"2611","yfgI","nalidixic acid resistance protein, putative periplasmic protein(yfgI)",1,945168
"2612","yfgJ","DUF1407 family protein(yfgJ)",1,946984
"2613","yfgM","ancillary SecYEG translocon subunit; putative anti-RcsB factor(yfgM)",1,946981
"2614","yfhG","putative outer membrane protein modulating the QseEF response(yfhG)",1,947010
"2615","yfhH","putative DNA-binding transcriptional regulator(yfhH)",1,947030
"2616","yfhL","putative 4Fe-4S cluster-containing protein(yfhL)",1,947031
"2617","yfhM","bacterial alpha2-macroglobulin colonization factor ECAM; anti-host protease defense factor; periplasmic inner membrane-anchored lipoprotein(yfhM)",1,947302
"2618","yfhR","putative S9 family prolyl oligopeptidase(yfhR)",1,945059
"2619","yfiB","OM lipoprotein putative positive effector of YfiN activity(yfiB)",1,947094
"2620","yfiE","putative DNA-binding transcriptional regulator(yfiE)",1,947064
"2621","yfiF","putative methyltransferase(yfiF)",1,947066
"2622","yfiH","UPF0124 family protein(yfiH)",1,947089
"2623","yfiL","lipoprotein(yfiL)",1,947106
"2624","yfiM","putative lipoprotein(yfiM)",1,947060
"2625","yfiN","putative membrane-anchored diguanylate cyclase(yfiN)",1,947091
"2626","yfiP","DTW domain protein(yfiP)",1,947057
"2627","yfiR","putative periplasmic inhibitor of YfiN activity(yfiR)",1,947090
"2628","yfjD","UPF0053 family inner membrane protein(yfjD)",1,2847739
"2629","ygaC","uncharacterized protein(ygaC)",1,947156
"2630","ygaH","putative L-valine exporter, norvaline resistance protein(ygaH)",1,945111
"2631","ygaM","putative membrane-anchored DUF883 family ribosome-binding protein(ygaM)",1,947157
"2632","ygaP","DUF2892 family inner membrane rhodanese(ygaP)",1,947135
"2633","ygaU","uncharacterized protein(ygaU)",1,947144
"2634","ygaV","tributyltin-inducible repressor of ygaVP(ygaV)",1,947136
"2635","ygaZ","putative L-valine exporter, norvaline resistance protein(ygaZ)",1,945093
"2636","ygbA","uncharacterized protein(ygbA)",1,947187
"2637","ygbE","DUF3561 family inner membrane protein(ygbE)",1,947268
"2638","ygbI","DeoR family putative transcriptional regulator(ygbI)",1,947204
"2639","ygbJ","putative dehydrogenase(ygbJ)",1,947200
"2640","ygbK","FliA-regulated DUF1537 family protein(ygbK)",1,947199
"2641","ygbL","putative class II aldolase(ygbL)",1,947197
"2642","ygbM","putative hydroxypyruvate isomerase(ygbM)",1,947207
"2643","ygbN","putative transporter(ygbN)",1,947208
"2644","ygcE","putative kinase(ygcE)",1,946193
"2645","ygcG","TPM domain protein, putative phosphatase(ygcG)",1,945247
"2646","ygcN","putative oxidoreductase(ygcN)",1,946114
"2647","ygcO","putative 4Fe-4S cluster-containing protein(ygcO)",1,945120
"2648","ygcP","putative antiterminator regulatory protein(ygcP)",1,947536
"2649","ygcQ","putative flavoprotein(ygcQ)",1,946413
"2650","ygcR","putative flavoprotein(ygcR)",1,947240
"2651","ygcS","putative MFS sugar transporter; membrane protein(ygcS)",1,947238
"2652","ygcU","putative FAD-linked oxidoreductase(ygcU)",1,2847709
"2653","ygcW","putative SDR family oxidoreductase(ygcW)",1,947232
"2654","ygdB","DUF2509 family protein(ygdB)",1,944763
"2655","ygdD","UPF0382 family inner membrane protein(ygdD)",1,947279
"2656","ygdH","UPF0717 family protein(ygdH)",1,947266
"2657","ygdI","DUF903 family verified lipoprotein(ygdI)",1,947276
"2658","ygdQ","UPF0053 family inner membrane protein(ygdQ)",1,947295
"2659","ygdR","DUF903 family verified lipoprotein(ygdR)",1,947304
"2660","ygeA","Asp/Glu_racemase family protein(ygeA)",1,947348
"2661","ygeQ","pseudo(ygeQ)",1,947344
"2662","ygeR","LysM domain-containing M23 family putative peptidase; septation lipoprotein(ygeR)",1,947352
"2663","ygeV","putative sigma-54-interacting transcriptional activator(ygeV)",1,947320
"2664","ygeW","putative carbamoyltransferase(ygeW)",1,945826
"2665","ygeX","2,3-diaminopropionate ammonia lyase, PLP-dependent(ygeX)",1,947012
"2666","ygeY","putative peptidase(ygeY)",1,947360
"2667","ygfB","UPF0149 family protein(ygfB)",1,947400
"2668","ygfF","putative NAD(P)-dependent oxidoreductase(ygfF)",1,947373
"2669","ygfI","putative DNA-binding transcriptional regulator(ygfI)",1,947401
"2670","ygfK","putative Fe-S subunit oxidoreductase subunit(ygfK)",1,949068
"2671","ygfM","putative oxidoreductase(ygfM)",1,949071
"2672","ygfS","putative 4Fe-4S ferredoxin-type oxidoreductase subunit(ygfS)",1,949016
"2673","ygfT","putative oxidoreductase, Fe-S subunit/nucleotide-binding subunit(ygfT)",1,949018
"2674","ygfZ","iron-sulfur cluster repair protein, plumbagin resistance(ygfZ)",1,947384
"2675","yggD","MtlR family putative transcriptional repressor(yggD)",1,946861
"2676","yggE","oxidative stress defense protein(yggE)",1,947398
"2677","yggF","fructose 1,6 bisphosphatase isozyme(yggF)",1,947410
"2678","yggL","DUF469 family protein(yggL)",1,947449
"2679","yggM","DUF1202 family putative secreted protein(yggM)",1,947455
"2680","yggN","DUF2884 family putative periplasmic protein(yggN)",1,947453
"2681","yggP","putative Zn-binding dehydrogenase(yggP)",1,2847686
"2682","yggR","putative PilT family AAA+ ATPase(yggR)",1,947430
"2683","yggS","UPF0001 family protein, PLP-binding(yggS)",1,947423
"2684","yggT","putative inner membrane protein; compensates for loss in K+ uptake(yggT)",1,947421
"2685","yggU","UPF0235 family protein(yggU)",1,947424
"2686","yggW","HemN family putative oxidoreductase(yggW)",1,947446
"2687","yggX","oxidative damage protective factor for iron-sulfur proteins(yggX)",1,947461
"2688","yghA","putative oxidoreductase(yghA)",1,947478
"2689","yghB","general envelope maintenance protein; DedA family inner membrane protein; putative multidrug efflux transporter(yghB)",1,947490
"2690","yghD","putative membrane-anchored secretion pathway M-type protein(yghD)",1,947025
"2691","yghF","pseudo(yghF)",1,947469
"2692","yghG","secretin (GspDbeta) OM localization lipoprotein pilotin(yghG)",1,947470
"2693","yghO","pseudo(yghO)",1,947701
"2694","yghQ","putative inner membrane polysaccharide flippase(yghQ)",1,947716
"2695","yghR","putative ATP-binding protein(yghR)",1,947310
"2696","yghS","putative ATP-binding protein(yghS)",1,947476
"2697","yghT","putative ATP-binding protein(yghT)",1,947477
"2698","yghU","putative S-transferase(yghU)",1,947472
"2699","yghW","DUF2623 family protein(yghW)",1,947485
"2700","ygiB","DUF1190 family protein(ygiB)",1,945086
"2701","ygiC","ATP-Grasp family ATPase(ygiC)",1,947249
"2702","ygiD","4,5- DOPA-extradiol-dioxygenase(ygiD)",1,946447
"2703","ygiF","inorganic triphosphatase(ygiF)",1,947554
"2704","ygiL","putative fimbrial-like adhesin protein(ygiL)",1,947522
"2705","ygiM","SH3 domain protein(ygiM)",1,947555
"2706","ygiN","quinol monooxygenase(ygiN)",1,947506
"2707","ygiQ","Radical SAM superfamily protein(ygiQ)",1,948963
"2708","ygiS","putative ABC transporter permease(ygiS)",1,947140
"2709","ygiV","transcriptional repressor for mcbR biofilm gene(ygiV)",1,945805
"2710","ygiW","hydrogen peroxide and cadmium resistance periplasmic protein; stress-induced OB-fold protein(ygiW)",1,946051
"2711","ygiZ","inner membrane protein(ygiZ)",1,946450
"2712","ygjH","putative tRNA binding protein; putative tRNA corner chaperone(ygjH)",1,946251
"2713","ygjI","putative transporter(ygjI)",1,947579
"2714","ygjJ","putative periplasmic protein(ygjJ)",1,947597
"2715","ygjK","alpha-glucosidase(ygjK)",1,947596
"2716","ygjP","putative metal dependent hydrolase(ygjP)",1,947650
"2717","ygjQ","DUF218 superfamily protein(ygjQ)",1,947598
"2718","ygjR","putative NAD(P)-dependent dehydrogenase(ygjR)",1,947600
"2719","ygjV","Imp-YgjV family inner membrane protein(ygjV)",1,947604
"2720","yhaB","uncharacterized protein(yhaB)",1,947705
"2721","yhaC","pentapetide repeats-related protein(yhaC)",1,947557
"2722","yhaH","DUF805 family inner membrane protein(yhaH)",1,947617
"2723","yhaI","DUF805 family inner membrane protein(yhaI)",1,947612
"2724","yhaJ","LysR family putative transcriptional regulator(yhaJ)",1,947621
"2725","yhaK","redox-sensitive bicupin(yhaK)",1,947620
"2726","yhaL","uncharacterized protein(yhaL)",1,947618
"2727","yhaM","putative L-serine dehydratase alpha chain(yhaM)",1,2847723
"2728","yhaO","putative transporter(yhaO)",1,947628
"2729","yhaV","toxin of the SohB(PrlF)-YhaV toxin-antitoxin system(yhaV)",1,947638
"2730","yhbE","EamA family inner membrane putative transporter(yhbE)",1,947699
"2731","yhbJ","adaptor protein for GlmZ/GlmY sRNA decay, glucosamine-6-phosphate-regulated; NTPase(yhbJ)",1,947727
"2732","yhbO","stress-resistance protein(yhbO)",1,947666
"2733","yhbP","UPF0306 family protein(yhbP)",1,947665
"2734","yhbQ","GIY-YIG nuclease superfamily protein(yhbQ)",1,947671
"2735","yhbS","GNAT family putative N-acetyltransferase(yhbS)",1,947670
"2736","yhbT","SCP-2 sterol transfer family protein(yhbT)",1,947669
"2737","yhbU","U32 peptidase family protein(yhbU)",1,949115
"2738","yhbV","U32 peptidase family protein(yhbV)",1,949117
"2739","yhbW","putative luciferase-like monooxygenase(yhbW)",1,947677
"2740","yhbX","putative EptAB family phosphoethanolamine transferase, inner membrane protein(yhbX)",1,947711
"2741","yhbY","RNA binding protein associated with pre-50S ribosomal subunits(yhbY)",1,947688
"2742","yhcB","DUF1043 family inner membrane-anchored protein(yhcB)",1,947815
"2743","yhcC","putative Fe-S oxidoreductase, Radical SAM superfamily protein(yhcC)",1,947733
"2744","yhcG","DUF1016 family protein in the PD-(D/E)XK nuclease superfamily(yhcG)",1,947739
"2745","yhcH","DUF386 family protein, cupin superfamily(yhcH)",1,947750
"2746","yhcN","cadmium and peroxide resistance protein, stress-induced(yhcN)",1,947835
"2747","yhcO","putative barnase inhibitor(yhcO)",1,947830
"2748","yhdE","dTTP/UTP pyrophosphatase; m(5)UTP/m(5)CTP/pseudo-UTP pyrophosphatase(yhdE)",1,947753
"2749","yhdJ","DNA adenine methyltransferase, SAM-dependent(yhdJ)",1,947695
"2750","yhdN","DUF1992 family protein(yhdN)",1,947785
"2751","yhdP","DUF3971-AsmA2 domains protein(yhdP)",1,2847740
"2752","yhdT","DUF997 family putative inner membrane protein(yhdT)",1,947762
"2753","yhdU","putative membrane protein(yhdU)",1,947700
"2754","yhdV","putative outer membrane protein(yhdV)",1,947767
"2755","yhdW","pseudo(yhdW)",1,947766
"2756","yhdX","putative amino acid ABC transporter permease(yhdX)",1,947765
"2757","yhdY","putative amino acid ABC transporter permease(yhdY)",1,947764
"2758","yhdZ","putative amino acid ABC transporter ATPase(yhdZ)",1,947763
"2759","yheO","putative PAS domain-containing DNA-binding transcriptional regulator(yheO)",1,947851
"2760","yheS","ABC-F family protein predicted regulatory ATPase(yheS)",1,947856
"2761","yheT","UPF0017 family putative hydrolase(yheT)",1,947855
"2762","yheU","UPF0270 family protein(yheU)",1,947863
"2763","yhfA","OsmC family protein(yhfA)",1,947860
"2764","yhfG","putative antitoxin for Fic(yhfG)",1,947871
"2765","yhfK","putative transporter, FUSC superfamily inner membrane protein(yhfK)",1,947866
"2766","yhfL","small lipoprotein(yhfL)",1,947879
"2767","yhfT","inner membrane protein(yhfT)",1,947883
"2768","yhfU","DUF2620 family protein(yhfU)",1,947892
"2769","yhfW","phosphopentomutase-related metalloenzyme superfamily protein(yhfW)",1,947890
"2770","yhfX","putative pyridoxal 5'-phosphate binding protein(yhfX)",1,947889
"2771","yhfY","PRD domain protein(yhfY)",1,947888
"2772","yhfZ","putative DNA-binding transcriptional regulator(yhfZ)",1,947897
"2773","yhgA","transposase_31 family protein(yhgA)",1,947917
"2774","yhgE","DUF4153 family putative inner membrane protein(yhgE)",1,947651
"2775","yhgF","putative transcriptional accessory protein(yhgF)",1,947911
"2776","yhgN","UPF0056 family inner membrane protein(yhgN)",1,947938
"2777","yhhA","DUF2756 family protein(yhhA)",1,947956
"2778","yhhH","putative NTF2 fold immunity protein for polymorphic toxin RhsB(yhhH)",1,947993
"2779","yhhI","putative transposase(yhhI)",1,947992
"2780","yhhJ","putative ABC transporter permease(yhhJ)",1,947991
"2781","yhhL","DUF1145 family protein(yhhL)",1,947976
"2782","yhhM","DUF2500 family protein(yhhM)",1,947975
"2783","yhhN","TMEM86 family putative inner membrane protein(yhhN)",1,947973
"2784","yhhQ","DUF165 family inner membrane protein(yhhQ)",1,947984
"2785","yhhS","putative arabinose efflux transporter(yhhS)",1,947982
"2786","yhhT","UPF0118 family putative transporter(yhhT)",1,947980
"2787","yhhW","quercetinase activity in vitro(yhhW)",1,947945
"2788","yhhX","putative oxidoreductase(yhhX)",1,947944
"2789","yhhY","aminoacyl nucleotide detoxifying acetyltransferase(yhhY)",1,947943
"2790","yhhZ","putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity(yhhZ)",1,947952
"2791","yhiD","putative Mg(2+) transport ATPase, inner membrane protein(yhiD)",1,948019
"2792","yhiI","putative membrane fusion protein (MFP) of efflux pump(yhiI)",1,948003
"2793","yhiJ","DUF4049 family protein(yhiJ)",1,948001
"2794","yhiM","acid resistance protein, inner membrane(yhiM)",1,947997
"2795","yhiN","putative oxidoreductase(yhiN)",1,947996
"2796","yhiS","pseudo(yhiS)",1,948017
"2797","yhjA","putative cytochrome C peroxidase(yhjA)",1,948038
"2798","yhjB","putative DNA-binding transcriptional response regulator(yhjB)",1,948036
"2799","yhjC","LysR family putative transcriptional regulator(yhjC)",1,948035
"2800","yhjD","inner membrane putative BrbK family alternate lipid exporter(yhjD)",1,948033
"2801","yhjE","putative MFS transporter; membrane protein(yhjE)",1,948032
"2802","yhjG","putative inner membrane-anchored periplasmic AsmA family protein(yhjG)",1,948043
"2803","yhjH","cyclic-di-GMP phosphodiesterase, FlhDC-regulated(yhjH)",1,948042
"2804","yhjJ","putative periplasmic M16 family chaperone(yhjJ)",1,948040
"2805","yhjK","cyclic-di-GMP phosphodiesterase(yhjK)",1,948048
"2806","yhjR","DUF2629 family protein(yhjR)",1,948051
"2807","yhjV","putative transporter(yhjV)",1,948057
"2808","yhjX","pyruvate-inducible inner membrane protein, putative transporter(yhjX)",1,948066
"2809","yhjY","autotransporter beta-domain protein(yhjY)",1,948073
"2810","yiaA","YiaAB family inner membrane protein, tandem domains(yiaA)",1,948078
"2811","yiaB","YiaAB family inner membrane protein(yiaB)",1,948152
"2812","yiaC","GNAT family putative N-acetyltransferase(yiaC)",1,946460
"2813","yiaD","multicopy suppressor of bamB; outer membrane lipoprotein(yiaD)",1,948075
"2814","yiaF","barrier effect co-colonization resistance factor; DUF3053 family lipoprotein(yiaF)",1,948072
"2815","yiaG","HTH_CROC1 family putative transcriptional regulator(yiaG)",1,948071
"2816","yiaJ","transcriptional repressor for the yiaKLMNO-lyxK-sgbHUE operon(yiaJ)",1,948084
"2817","yiaK","2,3-diketo-L-gulonate reductase, NADH-dependent(yiaK)",1,948096
"2818","yiaL","DUF386 family protein(yiaL)",1,948094
"2819","yiaM","2,3-diketo-L-gulonate TRAP transporter small permease protein(yiaM)",1,948093
"2820","yiaN","2,3-diketo-L-gulonate TRAP transporter large permease protein(yiaN)",1,948092
"2821","yiaO","2,3-diketo-L-gulonate-binding periplasmic protein(yiaO)",1,948091
"2822","yiaT","putative outer membrane protein(yiaT)",1,948097
"2823","yiaU","putative DNA-binding transcriptional regulator(yiaU)",1,948107
"2824","yiaV","signal-anchored membrane fusion protein (MFP) component of efflux pump(yiaV)",1,948106
"2825","yiaW","DUF3302 family inner membrane protein(yiaW)",1,948105
"2826","yiaY","L-threonine dehydrogenase(yiaY)",1,948102
"2827","yibA","putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein(yibA)",1,948108
"2828","yibF","glutathione S-transferase homolog(yibF)",1,948113
"2829","yibG","TPR-like repeat protein(yibG)",1,948111
"2830","yibH","putative membrane fusion protein (MFP) component of efflux pump(yibH)",1,948110
"2831","yibI","DUF3302 family inner membrane protein(yibI)",1,948109
"2832","yibL","ribosome-associated DUF2810 family protein(yibL)",1,948115
"2833","yibN","putative rhodanese-related sulfurtransferase(yibN)",1,948131
"2834","yibQ","putative polysaccharide deacetylase(yibQ)",1,948128
"2835","yicC","UPF0701 family protein(yicC)",1,948154
"2836","yicG","UPF0126 family inner membrane protein(yicG)",1,948165
"2837","yicH","putative inner membrane-anchored periplasmic AsmA family protein(yicH)",1,948171
"2838","yicI","putative alpha-glucosidase(yicI)",1,948169
"2839","yicJ","putative transporter(yicJ)",1,948168
"2840","yicL","EamA family inner membrane putative transporter(yicL)",1,948176
"2841","yicN","DUF1198 family protein(yicN)",1,948173
"2842","yidA","sugar phosphate phosphatase(yidA)",1,948204
"2843","yidB","DUF937 family protein(yidB)",1,948212
"2844","yidC","membrane protein insertase(yidC)",1,948214
"2845","yidD","membrane protein insertion efficiency factor, UPF0161 family inner membrane protein(yidD)",1,1450303
"2846","yidE","putative transporter(yidE)",1,948193
"2847","yidF","putative Cys-type oxidative YidJ-maturating enzyme(yidF)",1,948179
"2848","yidG","inner membrane protein(yidG)",1,948191
"2849","yidH","DUF202 family inner membrane protein(yidH)",1,948190
"2850","yidI","inner membrane protein(yidI)",1,948189
"2851","yidJ","sulfatase/phosphatase superfamily protein(yidJ)",1,948188
"2852","yidK","putative transporter(yidK)",1,948185
"2853","yidL","AraC family putative transcriptional regulator(yidL)",1,948186
"2854","yidQ","DUF1375 family outer membrane protein(yidQ)",1,948199
"2855","yidR","DUF3748 family protein(yidR)",1,948198
"2856","yidX","putative lipoprotein(yidX)",1,948202
"2857","yidZ","putative DNA-binding transcriptional regulator(yidZ)",1,948227
"2858","yieE","phosphopantetheinyl transferase superfamily protein(yieE)",1,948226
"2859","yieH","phosphoenolpyruvate and 6-phosphogluconate phosphatase(yieH)",1,948232
"2860","yieK","putative 6-phosphogluconolactonase(yieK)",1,948229
"2861","yieL","putative xylanase(yieL)",1,948272
"2862","yieP","putative transcriptional regulator(yieP)",1,948263
"2863","yifB","magnesium chelatase family protein and putative transcriptional regulator(yifB)",1,948282
"2864","yifE","UPF0438 family protein(yifE)",1,948274
"2865","yifK","putative APC family amino acid transporter(yifK)",1,945400
"2866","yifL","putative lipoprotein(yifL)",1,1450304
"2867","yigA","DUF484 family protein(yigA)",1,948359
"2868","yigB","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase; pyrimidine phosphatase; riboflavin synthesis(yigB)",1,948357
"2869","yigE","DUF2233 family protein(yigE)",1,2847679
"2870","yigF","DUF2628 family putative inner membrane protein(yigF)",1,948340
"2871","yigG","PRK11371 family inner membrane protein(yigG)",1,948344
"2872","yigI","4HBT thioesterase family protein(yigI)",1,948338
"2873","yigL","pyridoxal phosphate phosphatase(yigL)",1,2847768
"2874","yigM","putative inner membrane EamA-like transporter(yigM)",1,948309
"2875","yigZ","UPF0029 family protein(yigZ)",1,948334
"2876","yihD","DUF1040 protein YihD(yihD)",1,948348
"2877","yihF","DUF945 family protein(yihF)",1,948352
"2878","yihG","inner membrane protein, inner membrane acyltransferase(yihG)",1,948350
