"","From","To","Species","Gene.Name"
"10104","bax",948089,"Escherichia coli str. K-12 substr. MG1655","putative glucosaminidase(bax)"
"10105","bax",7158257,"Escherichia coli UMN026","hypothetical protein(bax)"
"10106","bax",7153190,"Escherichia coli IAI39","hypothetical protein(bax)"
"10107","pgk",12877798,"Escherichia coli O83:H1 str. NRG 857C","phosphoglycerate kinase(pgk)"
"10108","pgk",916382,"Escherichia coli O157:H7 str. Sakai","phosphoglycerate kinase(pgk)"
"10109","pgk",13700637,"Escherichia coli O104:H4 str. 2011C-3493","phosphoglycerate kinase(pgk)"
"10110","pgk",947414,"Escherichia coli str. K-12 substr. MG1655","phosphoglycerate kinase(pgk)"
"10111","pgk",7156309,"Escherichia coli UMN026","phosphoglycerate kinase(pgk)"
"10112","pgk",7151279,"Escherichia coli IAI39","phosphoglycerate kinase(pgk)"
"10113","pphB",7155212,"Escherichia coli UMN026","serine/threonine-specific protein phosphatase 2(pphB)"
"10114","pphB",947196,"Escherichia coli str. K-12 substr. MG1655","serine/threonine-specific protein phosphatase 2(pphB)"
"10115","pphB",7152158,"Escherichia coli IAI39","serine/threonine-specific protein phosphatase 2(pphB)"
"10116","hfq",12876844,"Escherichia coli O83:H1 str. NRG 857C","RNA-binding protein Hfq(hfq)"
"10117","hfq",13699819,"Escherichia coli O104:H4 str. 2011C-3493","RNA-binding protein Hfq(hfq)"
"10118","hfq",7157128,"Escherichia coli UMN026","RNA-binding protein Hfq(hfq)"
"10119","hfq",914061,"Escherichia coli O157:H7 str. Sakai","RNA-binding protein Hfq(hfq)"
"10120","hfq",7152078,"Escherichia coli IAI39","RNA-binding protein Hfq(hfq)"
"10121","hfq",948689,"Escherichia coli str. K-12 substr. MG1655","global sRNA chaperone; HF-I, host factor for RNA phage Q beta replication(hfq)"
"10122","pgi",914328,"Escherichia coli O157:H7 str. Sakai","glucose-6-phosphate isomerase(pgi)"
"10123","pgi",12876383,"Escherichia coli O83:H1 str. NRG 857C","glucose-6-phosphate isomerase(pgi)"
"10124","pgi",7157030,"Escherichia coli UMN026","glucose-6-phosphate isomerase(pgi)"
"10125","pgi",948535,"Escherichia coli str. K-12 substr. MG1655","glucosephosphate isomerase(pgi)"
"10126","pgi",13700005,"Escherichia coli O104:H4 str. 2011C-3493","glucose-6-phosphate isomerase(pgi)"
"10127","pgi",7150550,"Escherichia coli IAI39","glucose-6-phosphate isomerase(pgi)"
"10128","fbaA",7157186,"Escherichia coli UMN026","fructose-bisphosphate aldolase(fbaA)"
"10129","fbaA",7152133,"Escherichia coli IAI39","fructose-bisphosphate aldolase(fbaA)"
"10130","fbaA",947415,"Escherichia coli str. K-12 substr. MG1655","fructose-bisphosphate aldolase, class II(fbaA)"
"10131","focB",915229,"Escherichia coli O157:H7 str. Sakai","formate transporter(focB)"
"10132","focB",949032,"Escherichia coli str. K-12 substr. MG1655","putative formate transporter(focB)"
"10133","focB",7151732,"Escherichia coli IAI39","putative formate transporter(focB)"
"10134","focB",7156768,"Escherichia coli UMN026","putative formate transporter(focB)"
"10135","gnsA",7153426,"Escherichia coli IAI39","putative regulator of phosphatidylethanolamine synthesis(gnsA)"
"10136","gnsA",7156040,"Escherichia coli UMN026","putative regulator of phosphatidylethanolamine synthesis(gnsA)"
"10137","gnsA",1450249,"Escherichia coli str. K-12 substr. MG1655","putative phosphatidylethanolamine synthesis regulator(gnsA)"
"10138","narQ",946948,"Escherichia coli str. K-12 substr. MG1655","sensory histidine kinase in two-component regulatory system with NarP(narQ)"
"10139","narQ",7155705,"Escherichia coli UMN026","nitrate/nitrite sensor protein NarQ(narQ)"
"10140","narQ",7150694,"Escherichia coli IAI39","nitrate/nitrite sensor protein NarQ(narQ)"
"10141","uvrD",7150105,"Escherichia coli IAI39","DNA-dependent helicase II(uvrD)"
"10142","uvrD",13700233,"Escherichia coli O104:H4 str. 2011C-3493","DNA-dependent helicase II(uvrD)"
"10143","uvrD",12875890,"Escherichia coli O83:H1 str. NRG 857C","DNA-dependent helicase II(uvrD)"
"10144","uvrD",915330,"Escherichia coli O157:H7 str. Sakai","DNA-dependent helicase II(uvrD)"
"10145","uvrD",948347,"Escherichia coli str. K-12 substr. MG1655","DNA-dependent ATPase I and helicase II(uvrD)"
"10146","uvrD",7159279,"Escherichia coli UMN026","DNA-dependent helicase II(uvrD)"
"10147","uvrA",7159340,"Escherichia coli UMN026","excinuclease ABC subunit A(uvrA)"
"10148","uvrA",12876503,"Escherichia coli O83:H1 str. NRG 857C","excinuclease ABC subunit A(uvrA)"
"10149","uvrA",7154266,"Escherichia coli IAI39","excinuclease ABC subunit A(uvrA)"
"10150","uvrA",914295,"Escherichia coli O157:H7 str. Sakai","excinuclease ABC subunit A(uvrA)"
"10151","uvrA",948559,"Escherichia coli str. K-12 substr. MG1655","ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC(uvrA)"
"10152","uvrA",13699969,"Escherichia coli O104:H4 str. 2011C-3493","excinuclease ABC subunit A(uvrA)"
"10153","gntK",12876294,"Escherichia coli O83:H1 str. NRG 857C","gluconate kinase(gntK)"
"10154","gntK",947937,"Escherichia coli str. K-12 substr. MG1655","gluconate kinase 2(gntK)"
"10155","gntK",7156599,"Escherichia coli UMN026","gluconate kinase 1(gntK)"
"10156","gntK",7151573,"Escherichia coli IAI39","gluconate kinase 1(gntK)"
"10157","gntK",915857,"Escherichia coli O157:H7 str. Sakai","gluconate kinase(gntK)"
"10158","gntK",13699038,"Escherichia coli O104:H4 str. 2011C-3493","gluconate kinase(gntK)"
"10159","bcp",946949,"Escherichia coli str. K-12 substr. MG1655","peroxiredoxin; thiol peroxidase, thioredoxin-dependent(bcp)"
"10160","bcp",7156524,"Escherichia coli UMN026","thioredoxin-dependent thiol peroxidase(bcp)"
"10161","bcp",13702861,"Escherichia coli O104:H4 str. 2011C-3493","thioredoxin-dependent thiol peroxidase(bcp)"
"10162","bcp",915247,"Escherichia coli O157:H7 str. Sakai","thioredoxin-dependent thiol peroxidase(bcp)"
"10163","bcp",12877003,"Escherichia coli O83:H1 str. NRG 857C","thioredoxin-dependent thiol peroxidase(bcp)"
"10164","bcp",7151499,"Escherichia coli IAI39","thioredoxin-dependent thiol peroxidase(bcp)"
"10165","pfkA",7152809,"Escherichia coli IAI39","6-phosphofructokinase(pfkA)"
"10166","pfkA",915060,"Escherichia coli O157:H7 str. Sakai","6-phosphofructokinase(pfkA)"
"10167","pfkA",948412,"Escherichia coli str. K-12 substr. MG1655","6-phosphofructokinase I(pfkA)"
"10168","pfkA",7156353,"Escherichia coli UMN026","6-phosphofructokinase(pfkA)"
"10169","mscL",7158108,"Escherichia coli UMN026","large-conductance mechanosensitive channel(mscL)"
"10170","mscL",13699174,"Escherichia coli O104:H4 str. 2011C-3493","large conductance mechanosensitive channel protein(mscL)"
"10171","mscL",947787,"Escherichia coli str. K-12 substr. MG1655","mechanosensitive channel protein, high conductance(mscL)"
"10172","mscL",12875985,"Escherichia coli O83:H1 str. NRG 857C","large-conductance mechanosensitive channel(mscL)"
"10173","mscL",915989,"Escherichia coli O157:H7 str. Sakai","large-conductance mechanosensitive channel(mscL)"
"10174","mscL",7153022,"Escherichia coli IAI39","large-conductance mechanosensitive channel(mscL)"
"10175","kbaY",7155714,"Escherichia coli UMN026","tagatose-bisphosphate aldolase(kbaY)"
"10176","kbaY",12875678,"Escherichia coli O83:H1 str. NRG 857C","tagatose-bisphosphate aldolase(kbaY)"
"10177","kbaY",947644,"Escherichia coli str. K-12 substr. MG1655","tagatose 6-phosphate aldolase 1, kbaY subunit(kbaY)"
"10178","kbaY",13700327,"Escherichia coli O104:H4 str. 2011C-3493","tagatose-bisphosphate aldolase(kbaY)"
"10179","kbaY",7150703,"Escherichia coli IAI39","tagatose-bisphosphate aldolase(kbaY)"
"10180","kbaY",916148,"Escherichia coli O157:H7 str. Sakai","tagatose-bisphosphate aldolase(kbaY)"
"10181","dppF",12876481,"Escherichia coli O83:H1 str. NRG 857C","dipeptide transporter ATP-binding subunit(dppF)"
"10182","dppF",948056,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter ATPas(dppF)"
"10183","dppF",7154134,"Escherichia coli IAI39","dipeptide transporter ATP-binding subunit(dppF)"
"10184","dppF",915721,"Escherichia coli O157:H7 str. Sakai","peptide ABC transporter ATP-binding protein(dppF)"
"10185","dppF",7159211,"Escherichia coli UMN026","dipeptide transporter ATP-binding subunit(dppF)"
"10186","dppF",13698904,"Escherichia coli O104:H4 str. 2011C-3493","dipeptide transporter ATP-binding subunit(dppF)"
"10187","pldB",7154211,"Escherichia coli IAI39","lysophospholipase L2(pldB)"
"10188","pldB",948314,"Escherichia coli str. K-12 substr. MG1655","lysophospholipase L2(pldB)"
"10189","pldB",7157680,"Escherichia coli UMN026","lysophospholipase L2(pldB)"
"10190","dppD",12876482,"Escherichia coli O83:H1 str. NRG 857C","dipeptide transporter ATP-binding subunit(dppD)"
"10191","dppD",948065,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter ATPas(dppD)"
"10192","dppD",7151170,"Escherichia coli IAI39","dipeptide transporter ATP-binding subunit(dppD)"
"10193","dppD",7156199,"Escherichia coli UMN026","dipeptide transporter ATP-binding subunit(dppD)"
"10194","dppD",915714,"Escherichia coli O157:H7 str. Sakai","peptide ABC transporter ATP-binding protein(dppD)"
"10195","dppD",13698903,"Escherichia coli O104:H4 str. 2011C-3493","dipeptide transporter ATP-binding subunit(dppD)"
"10196","pldA",7159283,"Escherichia coli UMN026","phospholipase A(pldA)"
"10197","pldA",948307,"Escherichia coli str. K-12 substr. MG1655","outer membrane phospholipase A(pldA)"
"10198","pldA",7152596,"Escherichia coli IAI39","phospholipase A(pldA)"
"10199","bfd",7150858,"Escherichia coli IAI39","bacterioferritin-associated ferredoxin(bfd)"
"10200","bfd",7155872,"Escherichia coli UMN026","bacterioferritin-associated ferredoxin(bfd)"
"10201","bfd",947836,"Escherichia coli str. K-12 substr. MG1655","bacterioferritin-associated ferredoxin(bfd)"
"10202","hycA",7156749,"Escherichia coli UMN026","formate hydrogenlyase regulatory protein HycA(hycA)"
"10203","hycA",7151712,"Escherichia coli IAI39","formate hydrogenlyase regulatory protein HycA(hycA)"
"10204","hycA",947193,"Escherichia coli str. K-12 substr. MG1655","regulator of the transcriptional regulator FhlA(hycA)"
"10205","bfr",947839,"Escherichia coli str. K-12 substr. MG1655","bacterioferritin, iron storage and detoxification protein(bfr)"
"10206","bfr",7150222,"Escherichia coli IAI39","bacterioferritin(bfr)"
"10207","bfr",7155368,"Escherichia coli UMN026","bacterioferritin(bfr)"
"10208","mgtA",7158106,"Escherichia coli UMN026","magnesium-transporting ATPase MgtA(mgtA)"
"10209","mgtA",948778,"Escherichia coli str. K-12 substr. MG1655","magnesium transporter(mgtA)"
"10210","mgtA",7153021,"Escherichia coli IAI39","magnesium-transporting ATPase MgtA(mgtA)"
"10211","hycH",947438,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3 maturation protein(hycH)"
"10212","hycH",7151719,"Escherichia coli IAI39","hydrogenase 3 maturation protein(hycH)"
"10213","hycH",7156756,"Escherichia coli UMN026","protein required for maturation of hydrogenase 3(hycH)"
"10214","hycI",7155806,"Escherichia coli UMN026","hydrogenase 3 maturation protease(hycI)"
"10215","hycI",13700858,"Escherichia coli O104:H4 str. 2011C-3493","hydrogenase 3 maturation protease(hycI)"
"10216","hycI",947428,"Escherichia coli str. K-12 substr. MG1655","protease involved in processing C-terminal end of HycE(hycI)"
"10217","hycI",7150088,"Escherichia coli IAI39","hydrogenase 3 maturation protease(hycI)"
"10218","hycI",12877350,"Escherichia coli O83:H1 str. NRG 857C","hydrogenase 3 maturation protease(hycI)"
"10219","hycI",914705,"Escherichia coli O157:H7 str. Sakai","hydrogenase 3 maturation protease(hycI)"
"10220","hycF",947048,"Escherichia coli str. K-12 substr. MG1655","formate hydrogenlyase complex iron-sulfur protein(hycF)"
"10221","hycF",7151717,"Escherichia coli IAI39","formate hydrogenlyase complex iron-sulfur subunit(hycF)"
"10222","hycF",7156754,"Escherichia coli UMN026","formate hydrogenlyase complex iron-sulfur subunit(hycF)"
"10223","gntP",7151335,"Escherichia coli IAI39","fructuronate transporter(gntP)"
"10224","gntP",948848,"Escherichia coli str. K-12 substr. MG1655","fructuronate transporter(gntP)"
"10225","gntP",7156363,"Escherichia coli UMN026","fructuronate transporter(gntP)"
"10226","hycG",7151718,"Escherichia coli IAI39","hydrogenase 3 and formate hydrogenase complex subunit HycG(hycG)"
"10227","hycG",947191,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3 and formate hydrogenase complex, HycG subunit(hycG)"
"10228","hycG",7156755,"Escherichia coli UMN026","hydrogenase 3 and formate hydrogenase complex, HycG subunit(hycG)"
"10229","hycD",7156752,"Escherichia coli UMN026","hydrogenase 3, membrane subunit(hycD)"
"10230","hycD",948994,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3, membrane subunit(hycD)"
"10231","hycD",7151715,"Escherichia coli IAI39","hydrogenase 3, membrane subunit(hycD)"
"10232","gntR",947946,"Escherichia coli str. K-12 substr. MG1655","d-gluconate inducible gluconate regulon transcriptional repressor(gntR)"
"10233","gntR",7156595,"Escherichia coli UMN026","DNA-binding transcriptional repressor(gntR)"
"10234","gntR",7151569,"Escherichia coli IAI39","DNA-binding transcriptional repressor(gntR)"
"10235","hycE",947396,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3, large subunit(hycE)"
"10236","hycE",7156753,"Escherichia coli UMN026","hydrogenase 3, large subunit(hycE)"
"10237","hycE",7151716,"Escherichia coli IAI39","hydrogenase 3, large subunit(hycE)"
"10238","hycB",7156750,"Escherichia coli UMN026","hydrogenase 3, Fe-S subunit(hycB)"
"10239","hycB",7151713,"Escherichia coli IAI39","hydrogenase 3, Fe-S subunit(hycB)"
"10240","hycB",948002,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3, Fe-S subunit(hycB)"
"10241","gntT",7151575,"Escherichia coli IAI39","gluconate transporter, high-affinity GNT I system(gntT)"
"10242","gntT",947924,"Escherichia coli str. K-12 substr. MG1655","gluconate transporter, high-affinity GNT I system(gntT)"
"10243","gntT",7156601,"Escherichia coli UMN026","gluconate transporter(gntT)"
"10244","hycC",7151714,"Escherichia coli IAI39","formate hydrogenlyase subunit 3(hycC)"
"10245","hycC",7156751,"Escherichia coli UMN026","formate hydrogenlyase subunit 3(hycC)"
"10246","hycC",945327,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3, membrane subunit(hycC)"
"10247","gntU",2847760,"Escherichia coli str. K-12 substr. MG1655","gluconate transporter, low affinity GNT 1 system(gntU)"
"10248","gntU",7159171,"Escherichia coli UMN026","low affinity gluconate transporter(gntU)"
"10249","gntU",7150229,"Escherichia coli IAI39","low affinity gluconate transporter(gntU)"
"10250","eutA",7156274,"Escherichia coli UMN026","reactivating factor for ethanolamine ammonia lyase(eutA)"
"10251","eutA",12876973,"Escherichia coli O83:H1 str. NRG 857C","reactivating factor for ethanolamine ammonia lyase(eutA)"
"10252","eutA",7151244,"Escherichia coli IAI39","reactivating factor for ethanolamine ammonia lyase(eutA)"
"10253","eutA",915292,"Escherichia coli O157:H7 str. Sakai","reactivating factor for ethanolamine ammonia lyase(eutA)"
"10254","eutA",13702894,"Escherichia coli O104:H4 str. 2011C-3493","reactivating factor for ethanolamine ammonia lyase(eutA)"
"10255","eutA",946937,"Escherichia coli str. K-12 substr. MG1655","reactivating factor for ethanolamine ammonia lyase(eutA)"
"10256","eutB",7156275,"Escherichia coli UMN026","ethanolamine ammonia-lyase, large subunit, heavy chain(eutB)"
"10257","eutB",946924,"Escherichia coli str. K-12 substr. MG1655","ethanolamine ammonia-lyase, large subunit, heavy chain(eutB)"
"10258","eutB",7151243,"Escherichia coli IAI39","pseudo(eutB)"
"10259","eutB",7151245,"Escherichia coli IAI39","pseudo(eutB)"
"10260","alsK",7154275,"Escherichia coli IAI39","D-allose kinase(alsK)"
"10261","alsK",948596,"Escherichia coli str. K-12 substr. MG1655","D-allose kinase(alsK)"
"10262","eutC",7156281,"Escherichia coli UMN026","ethanolamine ammonia-lyase small subunit(eutC)"
"10263","eutC",946925,"Escherichia coli str. K-12 substr. MG1655","ethanolamine ammonia-lyase, small subunit (light chain)(eutC)"
"10264","eutC",7151251,"Escherichia coli IAI39","ethanolamine ammonia-lyase small subunit(eutC)"
"10265","actP",13699960,"Escherichia coli O104:H4 str. 2011C-3493","acetate permease(actP)"
"10266","actP",7154270,"Escherichia coli IAI39","acetate permease(actP)"
"10267","actP",7159345,"Escherichia coli UMN026","acetate permease(actP)"
"10268","actP",12876514,"Escherichia coli O83:H1 str. NRG 857C","acetate permease(actP)"
"10269","actP",948575,"Escherichia coli str. K-12 substr. MG1655","acetate transporter(actP)"
"10270","actP",914281,"Escherichia coli O157:H7 str. Sakai","acetate permease(actP)"
"10271","alsE",7150723,"Escherichia coli IAI39","allulose-6-phosphate 3-epimerase(alsE)"
"10272","alsE",948595,"Escherichia coli str. K-12 substr. MG1655","allulose-6-phosphate 3-epimerase(alsE)"
"10273","alsC",7150722,"Escherichia coli IAI39","D-allose transporter subunit(alsC)"
"10274","alsC",948594,"Escherichia coli str. K-12 substr. MG1655","D-allose ABC transporter permease(alsC)"
"10275","alsB",948604,"Escherichia coli str. K-12 substr. MG1655","D-allose ABC transporter periplasmic binding protein(alsB)"
"10276","alsB",7150719,"Escherichia coli IAI39","D-allose transporter subunit(alsB)"
"10277","alsA",7150721,"Escherichia coli IAI39","D-allose transporter ATP-binding protein(alsA)"
"10278","alsA",948593,"Escherichia coli str. K-12 substr. MG1655","D-allose ABC transporter ATPase(alsA)"
"10279","htrC",7157759,"Escherichia coli UMN026","heat shock protein(htrC)"
"10280","ybdZ",7156339,"Escherichia coli UMN026","hypothetical protein(ybdZ)"
"10281","ybdZ",1450243,"Escherichia coli str. K-12 substr. MG1655","stimulator of EntF adenylation activity, MbtH-like(ybdZ)"
"10282","ybdZ",7151309,"Escherichia coli IAI39","hypothetical protein(ybdZ)"
"10283","ppdA",7152455,"Escherichia coli IAI39","hypothetical protein(ppdA)"
"10284","ppdA",7157500,"Escherichia coli UMN026","hypothetical protein(ppdA)"
"10285","ppdA",945393,"Escherichia coli str. K-12 substr. MG1655","putative prepilin peptidase-dependent protein(ppdA)"
"10286","ppdC",7152589,"Escherichia coli IAI39","hypothetical protein(ppdC)"
"10287","ppdC",7157639,"Escherichia coli UMN026","hypothetical protein(ppdC)"
"10288","ppdC",945797,"Escherichia coli str. K-12 substr. MG1655","putative prepilin peptidase-dependent protein(ppdC)"
"10289","ppdB",7153943,"Escherichia coli IAI39","hypothetical protein(ppdB)"
"10290","ppdB",7159016,"Escherichia coli UMN026","hypothetical protein(ppdB)"
"10291","ppdB",948985,"Escherichia coli str. K-12 substr. MG1655","putative prepilin peptidase-dependent protein(ppdB)"
"10292","ybdD",949021,"Escherichia coli str. K-12 substr. MG1655","DUF466 family protein(ybdD)"
"10293","ybdD",7151025,"Escherichia coli IAI39","hypothetical protein(ybdD)"
"10294","ybdD",7156047,"Escherichia coli UMN026","hypothetical protein(ybdD)"
"10295","dppA",948062,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter periplasmic binding protein; dipeptide chemotaxis receptor(dppA)"
"10296","dppA",7151167,"Escherichia coli IAI39","dipeptide ABC transporter periplasmic-binding protein(dppA)"
"10297","dppA",7155420,"Escherichia coli UMN026","dipeptide ABC transporter periplasmic-binding protein(dppA)"
"10298","dppC",948064,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter permease(dppC)"
"10299","dppC",7151169,"Escherichia coli IAI39","dipeptide transporter(dppC)"
"10300","dppC",7156198,"Escherichia coli UMN026","dipeptide transporter(dppC)"
"10301","rhoL",7158129,"Escherichia coli UMN026","putative rho operon leader peptide(rhoL)"
"10302","rhoL",7152620,"Escherichia coli IAI39","putative rho operon leader peptide(rhoL)"
"10303","dppB",948063,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter permease(dppB)"
"10304","dppB",7156197,"Escherichia coli UMN026","dipeptide transporter permease DppB(dppB)"
"10305","dppB",7151168,"Escherichia coli IAI39","dipeptide transporter permease DppB(dppB)"
"10306","hydN",947190,"Escherichia coli str. K-12 substr. MG1655","formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit(hydN)"
"10307","hydN",7156775,"Escherichia coli UMN026","electron transport protein HydN(hydN)"
"10308","hydN",7151738,"Escherichia coli IAI39","electron transport protein HydN(hydN)"
"10309","ybeM",7150993,"Escherichia coli IAI39","putative amidase(ybeM)"
"10310","ybeM",4056041,"Escherichia coli str. K-12 substr. MG1655","pseudo(ybeM)"
"10311","ybeM",7156009,"Escherichia coli UMN026","putative amidase(ybeM)"
"10312","rhlB",7153043,"Escherichia coli IAI39","ATP-dependent RNA helicase RhlB(rhlB)"
"10313","rhlB",7156606,"Escherichia coli UMN026","ATP-dependent RNA helicase RhlB(rhlB)"
"10314","rhlB",948290,"Escherichia coli str. K-12 substr. MG1655","ATP-dependent RNA helicase(rhlB)"
"10315","acpS",7157846,"Escherichia coli UMN026","4'-phosphopantetheinyl transferase(acpS)"
"10316","acpS",7152787,"Escherichia coli IAI39","4'-phosphopantetheinyl transferase(acpS)"
"10317","acpS",947037,"Escherichia coli str. K-12 substr. MG1655","holo-[acyl-carrier-protein] synthase 1(acpS)"
"10318","acpS",914898,"Escherichia coli O157:H7 str. Sakai","4'-phosphopantetheinyl transferase(acpS)"
"10319","acpS",12877151,"Escherichia coli O83:H1 str. NRG 857C","4'-phosphopantetheinyl transferase(acpS)"
"10320","acpS",13702774,"Escherichia coli O104:H4 str. 2011C-3493","4'-phosphopantetheinyl transferase(acpS)"
"10321","acpT",7154109,"Escherichia coli IAI39","holo-(acyl carrier protein) synthase 2(acpT)"
"10322","acpT",7155396,"Escherichia coli UMN026","holo-(acyl carrier protein) synthase 2(acpT)"
"10323","acpT",947979,"Escherichia coli str. K-12 substr. MG1655","4'-phosphopantetheinyl transferase(acpT)"
"10324","tyrA",7157433,"Escherichia coli UMN026","bifunctional chorismate mutase/prephenate dehydrogenase(tyrA)"
"10325","tyrA",947115,"Escherichia coli str. K-12 substr. MG1655","fused chorismate mutase T/prephenate dehydrogenase(tyrA)"
"10326","tyrA",12877193,"Escherichia coli O83:H1 str. NRG 857C","bifunctional chorismate mutase/prephenate dehydrogenase(tyrA)"
"10327","tyrA",7152388,"Escherichia coli IAI39","bifunctional chorismate mutase/prephenate dehydrogenase(tyrA)"
"10328","tyrA",914857,"Escherichia coli O157:H7 str. Sakai","bifunctional chorismate mutase/prephenate dehydrogenase(tyrA)"
"10329","tyrA",13702737,"Escherichia coli O104:H4 str. 2011C-3493","bifunctional chorismate mutase/prephenate dehydrogenase(tyrA)"
"10330","tyrB",7155731,"Escherichia coli UMN026","aromatic amino acid aminotransferase(tyrB)"
"10331","tyrB",7150718,"Escherichia coli IAI39","aromatic amino acid aminotransferase(tyrB)"
"10332","tyrB",948563,"Escherichia coli str. K-12 substr. MG1655","tyrosine aminotransferase, tyrosine-repressible, PLP-dependent(tyrB)"
"10333","hokA",2847732,"Escherichia coli str. K-12 substr. MG1655","toxic polypeptide, small(hokA)"
"10334","hokC",2847744,"Escherichia coli str. K-12 substr. MG1655","toxic membrane protein, small(hokC)"
"10335","hokB",2847727,"Escherichia coli str. K-12 substr. MG1655","toxic polypeptide, small(hokB)"
"10336","hyfB",7156758,"Escherichia coli UMN026","hydrogenase 4 subunit B(hyfB)"
"10337","hyfB",7151721,"Escherichia coli IAI39","hydrogenase 4 subunit B(hyfB)"
"10338","hyfB",946961,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, membrane subunit(hyfB)"
"10339","hyfA",946959,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, 4Fe-4S subunit(hyfA)"
"10340","hyfA",7155855,"Escherichia coli UMN026","hydrogenase 4, 4Fe-4S subunit(hyfA)"
"10341","hyfA",7150841,"Escherichia coli IAI39","hydrogenase 4, 4Fe-4S subunit(hyfA)"
"10342","acrF",7150676,"Escherichia coli IAI39","pseudo(acrF)"
"10343","acrF",7155690,"Escherichia coli UMN026","multidrug efflux system protein(acrF)"
"10344","acrF",7150677,"Escherichia coli IAI39","pseudo(acrF)"
"10345","acrF",947768,"Escherichia coli str. K-12 substr. MG1655","multidrug efflux system protein(acrF)"
"10346","hyfD",7156760,"Escherichia coli UMN026","hydrogenase 4 subunit D(hyfD)"
"10347","hyfD",7151723,"Escherichia coli IAI39","hydrogenase 4 subunit D(hyfD)"
"10348","hyfD",947290,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, membrane subunit(hyfD)"
"10349","acrE",7151229,"Escherichia coli IAI39","cytoplasmic membrane lipoprotein(acrE)"
"10350","acrE",947706,"Escherichia coli str. K-12 substr. MG1655","cytoplasmic membrane lipoprotein(acrE)"
"10351","acrE",7156255,"Escherichia coli UMN026","cytoplasmic membrane lipoprotein(acrE)"
"10352","acrD",7152195,"Escherichia coli IAI39","aminoglycoside/multidrug efflux system(acrD)"
"10353","acrD",945464,"Escherichia coli str. K-12 substr. MG1655","aminoglycoside/multidrug efflux system(acrD)"
"10354","acrD",7157254,"Escherichia coli UMN026","aminoglycoside/multidrug efflux system(acrD)"
"10355","hyfE",7156761,"Escherichia coli UMN026","hydrogenase 4 membrane subunit(hyfE)"
"10356","hyfE",915241,"Escherichia coli O157:H7 str. Sakai","hydrogenase 4 membrane subunit(hyfE)"
"10357","hyfE",945298,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, membrane subunit(hyfE)"
"10358","hyfE",13702854,"Escherichia coli O104:H4 str. 2011C-3493","hydrogenase 4 membrane subunit(hyfE)"
"10359","hyfE",7151724,"Escherichia coli IAI39","hydrogenase 4 membrane subunit(hyfE)"
"10360","dgoA",2847766,"Escherichia coli str. K-12 substr. MG1655","2-oxo-3-deoxygalactonate 6-phosphate aldolase(dgoA)"
"10361","dgoA",7156150,"Escherichia coli UMN026","2-dehydro-3-deoxy-6-phosphogalactonate aldolase(dgoA)"
"10362","dgoA",7151127,"Escherichia coli IAI39","2-dehydro-3-deoxy-6-phosphogalactonate aldolase(dgoA)"
"10363","hyfF",7156762,"Escherichia coli UMN026","hydrogenase 4 subunit F(hyfF)"
"10364","hyfF",946962,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, membrane subunit(hyfF)"
"10365","hyfF",7151725,"Escherichia coli IAI39","hydrogenase 4 subunit F(hyfF)"
"10366","hyfG",7156763,"Escherichia coli UMN026","hydrogenase 4, subunit(hyfG)"
"10367","hyfG",946964,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, subunit(hyfG)"
"10368","hyfG",7151726,"Escherichia coli IAI39","hydrogenase 4 subunit(hyfG)"
"10369","hyfH",7156764,"Escherichia coli UMN026","hydrogenase 4 subunit H(hyfH)"
"10370","hyfH",946965,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, Fe-S subunit(hyfH)"
"10371","hyfH",7151727,"Escherichia coli IAI39","hydrogenase 4 subunit H(hyfH)"
"10372","hyfI",7156765,"Escherichia coli UMN026","hydrogenase 4, Fe-S subunit(hyfI)"
"10373","hyfI",7151728,"Escherichia coli IAI39","hydrogenase 4, Fe-S subunit(hyfI)"
"10374","hyfI",946966,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, Fe-S subunit(hyfI)"
"10375","hyfJ",7156766,"Escherichia coli UMN026","putative processing element hydrogenase 4(hyfJ)"
"10376","hyfJ",7151729,"Escherichia coli IAI39","putative processing element hydrogenase 4(hyfJ)"
