"","From","Gene.Name","row","Escherichia coli str. K-12 substr. MG1655"
"2591","yebF","extracellular Colicin M immunity family protein(yebF)",1,946363
"2592","yebG","DNA damage-inducible protein regulated by LexA(yebG)",1,946364
"2593","yebK","putative DNA-binding transcriptional regulator(yebK)",1,946373
"2594","yebO","putative inner membrane protein(yebO)",1,946350
"2595","yebQ","putative transporter(yebQ)",1,946048
"2596","yebS","inner membrane PqiA domain protein(yebS)",1,946353
"2597","yebT","MCE domain protein(yebT)",1,946352
"2598","yebV","uncharacterized protein(yebV)",1,946347
"2599","yebW","uncharacterized protein(yebW)",1,946354
"2600","yebY","DUF2511 family protein(yebY)",1,947014
"2601","yebZ","inner membrane protein(yebZ)",1,947078
"2602","yecA","UPF0149 family protein(yecA)",1,945061
"2603","yecD","isochorismatase family protein(yecD)",1,946384
"2604","yecE","UPF0759 family protein(yecE)",1,946382
"2605","yecH","DUF2492 family protein(yecH)",1,946411
"2606","yecJ","DUF2766 family protein(yecJ)",1,946388
"2607","yecM","putative metal-binding enzyme(yecM)",1,946415
"2608","yecN","MAPEG family inner membrane protein(yecN)",1,946381
"2609","yecR","lipoprotein, function unknown(yecR)",1,946386
"2610","yecT","uncharacterized protein(yecT)",1,946511
"2611","yedV","putative sensory kinase in two-component regulatory system with YedW(yedV)",1,946487
"2612","yedW","response regulator family protein(yedW)",1,946486
"2613","yedY","membrane-anchored, periplasmic TMAO, DMSO reductase(yedY)",1,946484
"2614","yedZ","inner membrane heme subunit for periplasmic YedYZ reductase(yedZ)",1,946483
"2615","yeeA","putative transporter, FUSC family inner membrane protein(yeeA)",1,946545
"2616","yeeD","putative TusA family sulfurtransferase(yeeD)",1,946539
"2617","yeeE","UPF0394 family inner membrane protein(yeeE)",1,946526
"2618","yeeJ","putative adhesin(yeeJ)",1,946498
"2619","yeeL","pseudo(yeeL)",1,2847764
"2620","yeeN","UPF0082 family protein(yeeN)",1,946493
"2621","yeeO","putative multdrug exporter, MATE family(yeeO)",1,946506
"2622","yeeP","pseudo(yeeP)",1,946524
"2623","yeeR","CP4-44 prophage; putative membrane protein(yeeR)",1,946512
"2624","yeeS","CP4-44 prophage; putative DNA repair protein(yeeS)",1,946514
"2625","yeeT","CP4-44 prophage; uncharacterized protein(yeeT)",1,946513
"2626","yeeW","pseudo(yeeW)",1,946535
"2627","yeeX","UPF0265 family protein(yeeX)",1,946541
"2628","yeeY","LysR family putative transcriptional regulator(yeeY)",1,946532
"2629","yeeZ","putative epimerase(yeeZ)",1,946538
"2630","yegD","Hsp70 chaperone family protein(yegD)",1,947234
"2631","yegE","putative diguanylate cyclase(yegE)",1,946600
"2632","yegH","inner membrane protein(yegH)",1,946566
"2633","yegI","protein kinase-related putative non-specific DNA-binding protein(yegI)",1,947159
"2634","yegK","ser/thr phosphatase-related protein(yegK)",1,947269
"2635","yegL","VMA domain protein(yegL)",1,946602
"2636","yegP","UPF0339 family protein(yegP)",1,947095
"2637","yegQ","putative peptidase(yegQ)",1,946609
"2638","yegR","uncharacterized protein(yegR)",1,946613
"2639","yegS","phosphatidylglycerol kinase, metal-dependent(yegS)",1,946626
"2640","yegT","nucleoside transporter, low affinity(yegT)",1,946638
"2641","yegU","ADP-ribosylglycohydrolase family protein(yegU)",1,946630
"2642","yegV","putative kinase(yegV)",1,946637
"2643","yegW","putative DNA-binding transcriptional regulator(yegW)",1,946639
"2644","yegX","putative family 25 glycosyl hydrolase(yegX)",1,945543
"2645","yegZ","pseudo(yegZ)",1,949050
"2646","yehE","DUF2574 family protein(yehE)",1,946615
"2647","yehI","DUF4132 domain-containing protein(yehI)",1,946649
"2648","yehK","uncharacterized protein(yehK)",1,4056035
"2649","yehL","putative hexameric AAA+ MoxR family ATPase(yehL)",1,946656
"2650","yehM","uncharacterized protein(yehM)",1,946651
"2651","yehP","VMA domain putative YehL ATPase stimulator(yehP)",1,946652
"2652","yehQ","pseudo(yehQ)",1,946654
"2653","yehR","lipoprotein, DUF1307 family(yehR)",1,949023
"2654","yehS","DUF1456 family protein(yehS)",1,949026
"2655","yehT","putative response regulator in two-component system withYehU(yehT)",1,949024
"2656","yehU","inner membrane putative sensory kinase in two-component system with YehT(yehU)",1,949027
"2657","yehW","putative ABC transporter permease(yehW)",1,949028
"2658","yehX","putative ABC transporter ATPase(yehX)",1,946659
"2659","yehY","putative ABC transporter permease(yehY)",1,946660
"2660","yeiB","DUF418 family putative inner membrane protein(yeiB)",1,949044
"2661","yeiE","putative DNA-binding transcriptional regulator(yeiE)",1,946657
"2662","yeiG","S-formylglutathione hydrolase(yeiG)",1,949045
"2663","yeiH","UPF0324 family inner membrane protein(yeiH)",1,946668
"2664","yeiI","putative kinase(yeiI)",1,946640
"2665","yeiL","putative transcriptional regulator(yeiL)",1,946670
"2666","yeiP","elongation factor P-like protein(yeiP)",1,946674
"2667","yeiQ","putative NAD-dependent D-mannonate oxidoreductase(yeiQ)",1,946688
"2668","yeiR","Zn-stimulated GTPase involved in zinc homeostasis; mutants are cadmium and EDTA sensitive; Zn(2+) binding protein(yeiR)",1,946701
"2669","yeiS","DUF2542 family protein(yeiS)",1,948983
"2670","yeiW","UPF0153 cysteine cluster protein(yeiW)",1,4056031
"2671","yejA","microcin C ABC transporter periplasmic binding protein(yejA)",1,946675
"2672","yejB","microcin C ABC transporter permease(yejB)",1,946679
"2673","yejE","microcin C ABC transporter permease(yejE)",1,946683
"2674","yejF","microcin C ABC transporter ATPase(yejF)",1,946689
"2675","yejG","uncharacterized protein(yejG)",1,945319
"2676","yejH","putative ATP-dependent DNA or RNA helicase(yejH)",1,945529
"2677","yejK","spermidine nucleoid-associated protein(yejK)",1,946690
"2678","yejL","UPF0352 family protein(yejL)",1,946694
"2679","yejM","essential inner membrane DUF3413 domain-containing protein; lipid A production and membrane permeability factor(yejM)",1,946685
"2680","yejO","pseudo(yejO)",1,946867
"2681","yfaA","DUF2138 family protein, putative host defense protein(yfaA)",1,946618
"2682","yfaD","transposase_31 family protein(yfaD)",1,946737
"2683","yfaE","ferredoxin involved with ribonucleotide reductase diferric-tyrosyl radical (Y*) cofactor maintenance(yfaE)",1,946729
"2684","yfaH","pseudo(yfaH)",1,946718
"2685","yfaL","adhesin(yfaL)",1,946595
"2686","yfaP","DUF2135 family protein, putative host defense protein(yfaP)",1,946728
"2687","yfaQ","tandem DUF2300 domain protein, putative host defense protein(yfaQ)",1,946730
"2688","yfaS","pseudo(yfaS)",1,1450231
"2689","yfaT","DUF1175 family protein, putative host defense protein(yfaT)",1,946622
"2690","yfaY","inactive PncC family protein(yfaY)",1,945478
"2691","yfaZ","outer membrane protein, putative porin(yfaZ)",1,946739
"2692","yfbL","putative M28A family peptidase(yfbL)",1,945832
"2693","yfbM","DUF1877 family protein(yfbM)",1,946745
"2694","yfbR","5'-nucleotidase(yfbR)",1,946771
"2695","yfbS","putative transporter(yfbS)",1,946766
"2696","yfbT","sugar phosphatas(yfbT)",1,946777
"2697","yfbU","UPF0304 family protein(yfbU)",1,946767
"2698","yfbV","UPF0208 family inner membrane protein(yfbV)",1,946774
"2699","yfcA","TauE/TSUP family inner membrane protein(yfcA)",1,946808
"2700","yfcC","putative inner membrane transporter; C4-dicarboxylate anaerobic carrier family protein(yfcC)",1,946780
"2701","yfcD","putative NUDIX hydrolase(yfcD)",1,946783
"2702","yfcE","phosphodiesterase activity on bis-pNPP(yfcE)",1,946755
"2703","yfcF","glutathione S-transferase(yfcF)",1,946749
"2704","yfcG","GSH-dependent disulfide bond oxidoreductase(yfcG)",1,946763
"2705","yfcH","putative NAD-dependent nucleotide-sugar epimerase(yfcH)",1,946784
"2706","yfcI","transposase_31 family protein(yfcI)",1,946787
"2707","yfcJ","putative arabinose efflux transporter(yfcJ)",1,946791
"2708","yfcL","uncharacterized protein(yfcL)",1,946804
"2709","yfcO","DUF2544 family putative outer membrane protein(yfcO)",1,946620
"2710","yfcP","putative fimbrial-like adhesin protein(yfcP)",1,946788
"2711","yfcQ","putative fimbrial-like adhesin protein(yfcQ)",1,946779
"2712","yfcR","putative fimbrial-like adhesin protein(yfcR)",1,946818
"2713","yfcS","putative periplasmic pilin chaperone(yfcS)",1,946418
"2714","yfcV","putative fimbrial-like adhesin protein(yfcV)",1,949109
"2715","yfcZ","UPF0381 family protein(yfcZ)",1,948817
"2716","yfdC","putative inner membrane protein(yfdC)",1,944801
"2717","yfdE","acetyl-CoA:oxalate CoA-transferase(yfdE)",1,946432
"2718","yfdF","uncharacterized protein(yfdF)",1,946819
"2719","yfdV","putative transporter(yfdV)",1,949110
"2720","yfdX","uncharacterized protein(yfdX)",1,949108
"2721","yfdY","DUF2545 family putative inner membrane protein(yfdY)",1,948842
"2722","yfeA","putative diguanylate cyclase(yfeA)",1,946864
"2723","yfeC","DUF1323 family putative DNA-binding protein(yfeC)",1,946857
"2724","yfeD","DUF1323 family putative DNA-binding protein(yfeD)",1,946865
"2725","yfeH","putative inorganic ion transporter(yfeH)",1,946874
"2726","yfeK","uncharacterized protein(yfeK)",1,946876
"2727","yfeO","putative ion channel protein(yfeO)",1,946854
"2728","yfeR","transcriptional regulator of yefH(yfeR)",1,946873
"2729","yfeS","WGR domain protein(yfeS)",1,946887
"2730","yfeW","penicillin binding protein PBP4B; weak DD-carboxypeptidase activity(yfeW)",1,946907
"2731","yfeX","porphyrinogen oxidase, cytoplasmic(yfeX)",1,946913
"2732","yfeY","RpoE-regulated lipoprotein(yfeY)",1,946919
"2733","yfeZ","inner membrane protein(yfeZ)",1,946918
"2734","yffB","putative ArsC family reductase(yffB)",1,946953
"2735","yfgD","putative oxidoreductase(yfgD)",1,946974
"2736","yfgF","cyclic-di-GMP phosphodiesterase, anaerobic(yfgF)",1,946968
"2737","yfgG","uncharacterized protein(yfgG)",1,946980
"2738","yfgH","outer membrane integrity lipoprotein(yfgH)",1,945709
"2739","yfgI","nalidixic acid resistance protein, putative periplasmic protein(yfgI)",1,945168
"2740","yfgJ","DUF1407 family protein(yfgJ)",1,946984
"2741","yfgM","ancillary SecYEG translocon subunit; putative anti-RcsB factor(yfgM)",1,946981
"2742","yfhG","putative outer membrane protein modulating the QseEF response(yfhG)",1,947010
"2743","yfhH","putative DNA-binding transcriptional regulator(yfhH)",1,947030
"2744","yfhL","putative 4Fe-4S cluster-containing protein(yfhL)",1,947031
"2745","yfhM","bacterial alpha2-macroglobulin colonization factor ECAM; anti-host protease defense factor; periplasmic inner membrane-anchored lipoprotein(yfhM)",1,947302
"2746","yfhR","putative S9 family prolyl oligopeptidase(yfhR)",1,945059
"2747","yfiB","OM lipoprotein putative positive effector of YfiN activity(yfiB)",1,947094
"2748","yfiE","putative DNA-binding transcriptional regulator(yfiE)",1,947064
"2749","yfiF","putative methyltransferase(yfiF)",1,947066
"2750","yfiH","UPF0124 family protein(yfiH)",1,947089
"2751","yfiL","lipoprotein(yfiL)",1,947106
"2752","yfiM","putative lipoprotein(yfiM)",1,947060
"2753","yfiN","putative membrane-anchored diguanylate cyclase(yfiN)",1,947091
"2754","yfiP","DTW domain protein(yfiP)",1,947057
"2755","yfiR","putative periplasmic inhibitor of YfiN activity(yfiR)",1,947090
"2756","yfjD","UPF0053 family inner membrane protein(yfjD)",1,2847739
"2757","ygaC","uncharacterized protein(ygaC)",1,947156
"2758","ygaH","putative L-valine exporter, norvaline resistance protein(ygaH)",1,945111
"2759","ygaM","putative membrane-anchored DUF883 family ribosome-binding protein(ygaM)",1,947157
"2760","ygaP","DUF2892 family inner membrane rhodanese(ygaP)",1,947135
"2761","ygaU","uncharacterized protein(ygaU)",1,947144
"2762","ygaV","tributyltin-inducible repressor of ygaVP(ygaV)",1,947136
"2763","ygaZ","putative L-valine exporter, norvaline resistance protein(ygaZ)",1,945093
"2764","ygbA","uncharacterized protein(ygbA)",1,947187
"2765","ygbE","DUF3561 family inner membrane protein(ygbE)",1,947268
"2766","ygbI","DeoR family putative transcriptional regulator(ygbI)",1,947204
"2767","ygbJ","putative dehydrogenase(ygbJ)",1,947200
"2768","ygbK","FliA-regulated DUF1537 family protein(ygbK)",1,947199
"2769","ygbL","putative class II aldolase(ygbL)",1,947197
"2770","ygbM","putative hydroxypyruvate isomerase(ygbM)",1,947207
"2771","ygbN","putative transporter(ygbN)",1,947208
"2772","ygcE","putative kinase(ygcE)",1,946193
"2773","ygcG","TPM domain protein, putative phosphatase(ygcG)",1,945247
"2774","ygcN","putative oxidoreductase(ygcN)",1,946114
"2775","ygcO","putative 4Fe-4S cluster-containing protein(ygcO)",1,945120
"2776","ygcP","putative antiterminator regulatory protein(ygcP)",1,947536
"2777","ygcQ","putative flavoprotein(ygcQ)",1,946413
"2778","ygcR","putative flavoprotein(ygcR)",1,947240
"2779","ygcS","putative MFS sugar transporter; membrane protein(ygcS)",1,947238
"2780","ygcU","putative FAD-linked oxidoreductase(ygcU)",1,2847709
"2781","ygcW","putative SDR family oxidoreductase(ygcW)",1,947232
"2782","ygdB","DUF2509 family protein(ygdB)",1,944763
"2783","ygdD","UPF0382 family inner membrane protein(ygdD)",1,947279
"2784","ygdH","UPF0717 family protein(ygdH)",1,947266
"2785","ygdI","DUF903 family verified lipoprotein(ygdI)",1,947276
"2786","ygdQ","UPF0053 family inner membrane protein(ygdQ)",1,947295
"2787","ygdR","DUF903 family verified lipoprotein(ygdR)",1,947304
"2788","ygeA","Asp/Glu_racemase family protein(ygeA)",1,947348
"2789","ygeQ","pseudo(ygeQ)",1,947344
"2790","ygeR","LysM domain-containing M23 family putative peptidase; septation lipoprotein(ygeR)",1,947352
"2791","ygeV","putative sigma-54-interacting transcriptional activator(ygeV)",1,947320
"2792","ygeW","putative carbamoyltransferase(ygeW)",1,945826
"2793","ygeX","2,3-diaminopropionate ammonia lyase, PLP-dependent(ygeX)",1,947012
"2794","ygeY","putative peptidase(ygeY)",1,947360
"2795","ygfB","UPF0149 family protein(ygfB)",1,947400
"2796","ygfF","putative NAD(P)-dependent oxidoreductase(ygfF)",1,947373
"2797","ygfI","putative DNA-binding transcriptional regulator(ygfI)",1,947401
"2798","ygfK","putative Fe-S subunit oxidoreductase subunit(ygfK)",1,949068
"2799","ygfM","putative oxidoreductase(ygfM)",1,949071
"2800","ygfS","putative 4Fe-4S ferredoxin-type oxidoreductase subunit(ygfS)",1,949016
"2801","ygfT","putative oxidoreductase, Fe-S subunit/nucleotide-binding subunit(ygfT)",1,949018
"2802","ygfZ","iron-sulfur cluster repair protein, plumbagin resistance(ygfZ)",1,947384
"2803","yggC","putative PanK family P-loop kinase(yggC)",1,947419
"2804","yggD","MtlR family putative transcriptional repressor(yggD)",1,946861
"2805","yggE","oxidative stress defense protein(yggE)",1,947398
"2806","yggF","fructose 1,6 bisphosphatase isozyme(yggF)",1,947410
"2807","yggL","DUF469 family protein(yggL)",1,947449
"2808","yggM","DUF1202 family putative secreted protein(yggM)",1,947455
"2809","yggN","DUF2884 family putative periplasmic protein(yggN)",1,947453
"2810","yggP","putative Zn-binding dehydrogenase(yggP)",1,2847686
"2811","yggR","putative PilT family AAA+ ATPase(yggR)",1,947430
"2812","yggS","UPF0001 family protein, PLP-binding(yggS)",1,947423
"2813","yggT","putative inner membrane protein; compensates for loss in K+ uptake(yggT)",1,947421
"2814","yggU","UPF0235 family protein(yggU)",1,947424
"2815","yggW","HemN family putative oxidoreductase(yggW)",1,947446
"2816","yggX","oxidative damage protective factor for iron-sulfur proteins(yggX)",1,947461
"2817","yghA","putative oxidoreductase(yghA)",1,947478
"2818","yghB","general envelope maintenance protein; DedA family inner membrane protein; putative multidrug efflux transporter(yghB)",1,947490
"2819","yghD","putative membrane-anchored secretion pathway M-type protein(yghD)",1,947025
"2820","yghE","pseudo(yghE)",1,945897
"2821","yghF","pseudo(yghF)",1,947469
"2822","yghG","secretin (GspDbeta) OM localization lipoprotein pilotin(yghG)",1,947470
"2823","yghO","pseudo(yghO)",1,947701
"2824","yghQ","putative inner membrane polysaccharide flippase(yghQ)",1,947716
"2825","yghR","putative ATP-binding protein(yghR)",1,947310
"2826","yghS","putative ATP-binding protein(yghS)",1,947476
"2827","yghT","putative ATP-binding protein(yghT)",1,947477
"2828","yghU","putative S-transferase(yghU)",1,947472
"2829","yghW","DUF2623 family protein(yghW)",1,947485
"2830","ygiB","DUF1190 family protein(ygiB)",1,945086
"2831","ygiC","ATP-Grasp family ATPase(ygiC)",1,947249
"2832","ygiD","4,5- DOPA-extradiol-dioxygenase(ygiD)",1,946447
"2833","ygiF","inorganic triphosphatase(ygiF)",1,947554
"2834","ygiL","putative fimbrial-like adhesin protein(ygiL)",1,947522
"2835","ygiM","SH3 domain protein(ygiM)",1,947555
"2836","ygiN","quinol monooxygenase(ygiN)",1,947506
"2837","ygiQ","Radical SAM superfamily protein(ygiQ)",1,948963
"2838","ygiS","putative ABC transporter permease(ygiS)",1,947140
"2839","ygiV","transcriptional repressor for mcbR biofilm gene(ygiV)",1,945805
"2840","ygiW","hydrogen peroxide and cadmium resistance periplasmic protein; stress-induced OB-fold protein(ygiW)",1,946051
"2841","ygiZ","inner membrane protein(ygiZ)",1,946450
"2842","ygjH","putative tRNA binding protein; putative tRNA corner chaperone(ygjH)",1,946251
"2843","ygjI","putative transporter(ygjI)",1,947579
"2844","ygjJ","putative periplasmic protein(ygjJ)",1,947597
"2845","ygjK","alpha-glucosidase(ygjK)",1,947596
"2846","ygjP","putative metal dependent hydrolase(ygjP)",1,947650
"2847","ygjQ","DUF218 superfamily protein(ygjQ)",1,947598
"2848","ygjR","putative NAD(P)-dependent dehydrogenase(ygjR)",1,947600
"2849","ygjV","Imp-YgjV family inner membrane protein(ygjV)",1,947604
"2850","yhaB","uncharacterized protein(yhaB)",1,947705
"2851","yhaC","pentapetide repeats-related protein(yhaC)",1,947557
"2852","yhaH","DUF805 family inner membrane protein(yhaH)",1,947617
"2853","yhaI","DUF805 family inner membrane protein(yhaI)",1,947612
"2854","yhaJ","LysR family putative transcriptional regulator(yhaJ)",1,947621
"2855","yhaK","redox-sensitive bicupin(yhaK)",1,947620
"2856","yhaL","uncharacterized protein(yhaL)",1,947618
"2857","yhaM","putative L-serine dehydratase alpha chain(yhaM)",1,2847723
"2858","yhaO","putative transporter(yhaO)",1,947628
"2859","yhaV","toxin of the SohB(PrlF)-YhaV toxin-antitoxin system(yhaV)",1,947638
"2860","yhbE","EamA family inner membrane putative transporter(yhbE)",1,947699
"2861","yhbJ","adaptor protein for GlmZ/GlmY sRNA decay, glucosamine-6-phosphate-regulated; NTPase(yhbJ)",1,947727
"2862","yhbO","stress-resistance protein(yhbO)",1,947666
"2863","yhbP","UPF0306 family protein(yhbP)",1,947665
"2864","yhbQ","GIY-YIG nuclease superfamily protein(yhbQ)",1,947671
"2865","yhbS","GNAT family putative N-acetyltransferase(yhbS)",1,947670
"2866","yhbT","SCP-2 sterol transfer family protein(yhbT)",1,947669
"2867","yhbU","U32 peptidase family protein(yhbU)",1,949115
"2868","yhbV","U32 peptidase family protein(yhbV)",1,949117
"2869","yhbW","putative luciferase-like monooxygenase(yhbW)",1,947677
"2870","yhbX","putative EptAB family phosphoethanolamine transferase, inner membrane protein(yhbX)",1,947711
"2871","yhbY","RNA binding protein associated with pre-50S ribosomal subunits(yhbY)",1,947688
"2872","yhcB","DUF1043 family inner membrane-anchored protein(yhcB)",1,947815
"2873","yhcC","putative Fe-S oxidoreductase, Radical SAM superfamily protein(yhcC)",1,947733
"2874","yhcG","DUF1016 family protein in the PD-(D/E)XK nuclease superfamily(yhcG)",1,947739
"2875","yhcH","DUF386 family protein, cupin superfamily(yhcH)",1,947750
"2876","yhcN","cadmium and peroxide resistance protein, stress-induced(yhcN)",1,947835
"2877","yhcO","putative barnase inhibitor(yhcO)",1,947830
"2878","yhdJ","DNA adenine methyltransferase, SAM-dependent(yhdJ)",1,947695
"2879","yhdN","DUF1992 family protein(yhdN)",1,947785
"2880","yhdP","DUF3971-AsmA2 domains protein(yhdP)",1,2847740
"2881","yhdT","DUF997 family putative inner membrane protein(yhdT)",1,947762
"2882","yhdU","putative membrane protein(yhdU)",1,947700
"2883","yhdV","putative outer membrane protein(yhdV)",1,947767
"2884","yhdW","pseudo(yhdW)",1,947766
"2885","yhdX","putative amino acid ABC transporter permease(yhdX)",1,947765
"2886","yhdY","putative amino acid ABC transporter permease(yhdY)",1,947764
"2887","yhdZ","putative amino acid ABC transporter ATPase(yhdZ)",1,947763
"2888","yheO","putative PAS domain-containing DNA-binding transcriptional regulator(yheO)",1,947851
"2889","yheS","ABC-F family protein predicted regulatory ATPase(yheS)",1,947856
"2890","yheT","UPF0017 family putative hydrolase(yheT)",1,947855
"2891","yheU","UPF0270 family protein(yheU)",1,947863
"2892","yhfA","OsmC family protein(yhfA)",1,947860
"2893","yhfG","putative antitoxin for Fic(yhfG)",1,947871
"2894","yhfK","putative transporter, FUSC superfamily inner membrane protein(yhfK)",1,947866
"2895","yhfL","small lipoprotein(yhfL)",1,947879
"2896","yhfS","FNR-regulated pyridoxal phosphate-dependent aminotransferase family protein(yhfS)",1,947884
"2897","yhfT","inner membrane protein(yhfT)",1,947883
"2898","yhfU","DUF2620 family protein(yhfU)",1,947892
"2899","yhfW","phosphopentomutase-related metalloenzyme superfamily protein(yhfW)",1,947890
"2900","yhfX","putative pyridoxal 5'-phosphate binding protein(yhfX)",1,947889
"2901","yhfY","PRD domain protein(yhfY)",1,947888
"2902","yhfZ","putative DNA-binding transcriptional regulator(yhfZ)",1,947897
"2903","yhgA","transposase_31 family protein(yhgA)",1,947917
"2904","yhgE","DUF4153 family putative inner membrane protein(yhgE)",1,947651
"2905","yhgF","putative transcriptional accessory protein(yhgF)",1,947911
"2906","yhgN","UPF0056 family inner membrane protein(yhgN)",1,947938
"2907","yhhA","DUF2756 family protein(yhhA)",1,947956
"2908","yhhH","putative NTF2 fold immunity protein for polymorphic toxin RhsB(yhhH)",1,947993
"2909","yhhI","putative transposase(yhhI)",1,947992
"2910","yhhI","putative transposase(yhhI)",2,947992
"2911","yhhJ","putative ABC transporter permease(yhhJ)",1,947991
"2912","yhhL","DUF1145 family protein(yhhL)",1,947976
"2913","yhhM","DUF2500 family protein(yhhM)",1,947975
"2914","yhhN","TMEM86 family putative inner membrane protein(yhhN)",1,947973
"2915","yhhQ","DUF165 family inner membrane protein(yhhQ)",1,947984
"2916","yhhS","putative arabinose efflux transporter(yhhS)",1,947982
"2917","yhhT","UPF0118 family putative transporter(yhhT)",1,947980
"2918","yhhW","quercetinase activity in vitro(yhhW)",1,947945
"2919","yhhX","putative oxidoreductase(yhhX)",1,947944
"2920","yhhY","aminoacyl nucleotide detoxifying acetyltransferase(yhhY)",1,947943
"2921","yhhZ","putative Hcp1 family polymorphic toxin protein; putative colicin-like DNase/tRNase activity(yhhZ)",1,947952
"2922","yhiD","putative Mg(2+) transport ATPase, inner membrane protein(yhiD)",1,948019
"2923","yhiI","putative membrane fusion protein (MFP) of efflux pump(yhiI)",1,948003
"2924","yhiJ","DUF4049 family protein(yhiJ)",1,948001
"2925","yhiM","acid resistance protein, inner membrane(yhiM)",1,947997
"2926","yhiN","putative oxidoreductase(yhiN)",1,947996
"2927","yhiS","pseudo(yhiS)",1,948017
"2928","yhjA","putative cytochrome C peroxidase(yhjA)",1,948038
"2929","yhjB","putative DNA-binding transcriptional response regulator(yhjB)",1,948036
"2930","yhjC","LysR family putative transcriptional regulator(yhjC)",1,948035
"2931","yhjD","inner membrane putative BrbK family alternate lipid exporter(yhjD)",1,948033
"2932","yhjE","putative MFS transporter; membrane protein(yhjE)",1,948032
"2933","yhjG","putative inner membrane-anchored periplasmic AsmA family protein(yhjG)",1,948043
"2934","yhjH","cyclic-di-GMP phosphodiesterase, FlhDC-regulated(yhjH)",1,948042
"2935","yhjJ","putative periplasmic M16 family chaperone(yhjJ)",1,948040
"2936","yhjK","cyclic-di-GMP phosphodiesterase(yhjK)",1,948048
"2937","yhjR","DUF2629 family protein(yhjR)",1,948051
"2938","yhjV","putative transporter(yhjV)",1,948057
"2939","yhjX","pyruvate-inducible inner membrane protein, putative transporter(yhjX)",1,948066
"2940","yhjY","autotransporter beta-domain protein(yhjY)",1,948073
"2941","yiaA","YiaAB family inner membrane protein, tandem domains(yiaA)",1,948078
"2942","yiaB","YiaAB family inner membrane protein(yiaB)",1,948152
"2943","yiaC","GNAT family putative N-acetyltransferase(yiaC)",1,946460
"2944","yiaD","multicopy suppressor of bamB; outer membrane lipoprotein(yiaD)",1,948075
"2945","yiaF","barrier effect co-colonization resistance factor; DUF3053 family lipoprotein(yiaF)",1,948072
"2946","yiaG","HTH_CROC1 family putative transcriptional regulator(yiaG)",1,948071
"2947","yiaJ","transcriptional repressor for the yiaKLMNO-lyxK-sgbHUE operon(yiaJ)",1,948084
"2948","yiaK","2,3-diketo-L-gulonate reductase, NADH-dependent(yiaK)",1,948096
"2949","yiaL","DUF386 family protein(yiaL)",1,948094
"2950","yiaM","2,3-diketo-L-gulonate TRAP transporter small permease protein(yiaM)",1,948093
"2951","yiaN","2,3-diketo-L-gulonate TRAP transporter large permease protein(yiaN)",1,948092
"2952","yiaO","2,3-diketo-L-gulonate-binding periplasmic protein(yiaO)",1,948091
"2953","yiaT","putative outer membrane protein(yiaT)",1,948097
"2954","yiaU","putative DNA-binding transcriptional regulator(yiaU)",1,948107
"2955","yiaV","signal-anchored membrane fusion protein (MFP) component of efflux pump(yiaV)",1,948106
"2956","yiaW","DUF3302 family inner membrane protein(yiaW)",1,948105
"2957","yiaY","L-threonine dehydrogenase(yiaY)",1,948102
"2958","yibA","putative immunity protein for polymorphic toxin RhsA; HEAT-domain protein; lethality reduction protein(yibA)",1,948108
"2959","yibF","glutathione S-transferase homolog(yibF)",1,948113
"2960","yibG","TPR-like repeat protein(yibG)",1,948111
"2961","yibH","putative membrane fusion protein (MFP) component of efflux pump(yibH)",1,948110
"2962","yibI","DUF3302 family inner membrane protein(yibI)",1,948109
"2963","yibL","ribosome-associated DUF2810 family protein(yibL)",1,948115
"2964","yibN","putative rhodanese-related sulfurtransferase(yibN)",1,948131
"2965","yibQ","putative polysaccharide deacetylase(yibQ)",1,948128
"2966","yicC","UPF0701 family protein(yicC)",1,948154
"2967","yicG","UPF0126 family inner membrane protein(yicG)",1,948165
"2968","yicH","putative inner membrane-anchored periplasmic AsmA family protein(yicH)",1,948171
"2969","yicI","putative alpha-glucosidase(yicI)",1,948169
"2970","yicJ","putative transporter(yicJ)",1,948168
"2971","yicL","EamA family inner membrane putative transporter(yicL)",1,948176
"2972","yicN","DUF1198 family protein(yicN)",1,948173
"2973","yidA","sugar phosphate phosphatase(yidA)",1,948204
"2974","yidB","DUF937 family protein(yidB)",1,948212
"2975","yidC","membrane protein insertase(yidC)",1,948214
"2976","yidD","membrane protein insertion efficiency factor, UPF0161 family inner membrane protein(yidD)",1,1450303
"2977","yidE","putative transporter(yidE)",1,948193
"2978","yidF","putative Cys-type oxidative YidJ-maturating enzyme(yidF)",1,948179
"2979","yidG","inner membrane protein(yidG)",1,948191
"2980","yidH","DUF202 family inner membrane protein(yidH)",1,948190
"2981","yidI","inner membrane protein(yidI)",1,948189
"2982","yidJ","sulfatase/phosphatase superfamily protein(yidJ)",1,948188
"2983","yidK","putative transporter(yidK)",1,948185
"2984","yidL","AraC family putative transcriptional regulator(yidL)",1,948186
"2985","yidP","UTRA domain-containing GntR family putative transcriptional regulator(yidP)",1,948194
"2986","yidQ","DUF1375 family outer membrane protein(yidQ)",1,948199
"2987","yidR","DUF3748 family protein(yidR)",1,948198
"2988","yidX","putative lipoprotein(yidX)",1,948202
"2989","yidZ","putative DNA-binding transcriptional regulator(yidZ)",1,948227
"2990","yieE","phosphopantetheinyl transferase superfamily protein(yieE)",1,948226
"2991","yieH","phosphoenolpyruvate and 6-phosphogluconate phosphatase(yieH)",1,948232
