"","From","To","Species","Gene.Name"
"2515","ubiG",946607,"Escherichia coli str. K-12 substr. MG1655","bifunctional 3-demethylubiquinone-9 3-methyltransferase/ 2-octaprenyl-6-hydroxy phenol methylase(ubiG)"
"2516","alkA",947371,"Escherichia coli str. K-12 substr. MG1655","3-methyl-adenine DNA glycosylase II(alkA)"
"2517","hcaF",946997,"Escherichia coli str. K-12 substr. MG1655","3-phenylpropionate dioxygenase, small (beta) subunit(hcaF)"
"2518","napF",946813,"Escherichia coli str. K-12 substr. MG1655","ferredoxin-type protein, role in electron transfer to periplasmic nitrate reductase NapA(napF)"
"2519","napG",945544,"Escherichia coli str. K-12 substr. MG1655","ferredoxin-type protein(napG)"
"2520","napH",945984,"Escherichia coli str. K-12 substr. MG1655","ferredoxin-type protein(napH)"
"2521","mglA",949036,"Escherichia coli str. K-12 substr. MG1655","methyl-galactoside ABC transporter ATPase(mglA)"
"2522","srlE",948933,"Escherichia coli str. K-12 substr. MG1655","glucitol/sorbitol-specific enzyme IIB component of PTS(srlE)"
"2523","ackA",946775,"Escherichia coli str. K-12 substr. MG1655","acetate kinase A and propionate kinase 2(ackA)"
"2524","srlD",948937,"Escherichia coli str. K-12 substr. MG1655","sorbitol-6-phosphate dehydrogenase(srlD)"
"2525","ubiX",949033,"Escherichia coli str. K-12 substr. MG1655","3-octaprenyl-4-hydroxybenzoate carboxy-lyase(ubiX)"
"2526","srlB",948971,"Escherichia coli str. K-12 substr. MG1655","glucitol/sorbitol-specific enzyme IIA component of PTS(srlB)"
"2527","srlA",947575,"Escherichia coli str. K-12 substr. MG1655","glucitol/sorbitol-specific enzyme IIC component of PTS(srlA)"
"2528","napA",947093,"Escherichia coli str. K-12 substr. MG1655","nitrate reductase, periplasmic, large subunit(napA)"
"2529","napB",946698,"Escherichia coli str. K-12 substr. MG1655","nitrate reductase, small, cytochrome C550 subunit, periplasmic(napB)"
"2530","hcaR",947000,"Escherichia coli str. K-12 substr. MG1655","hca operon transcriptional regulator(hcaR)"
"2531","napC",946706,"Escherichia coli str. K-12 substr. MG1655","quinol dehydrogenase, electron source for NapAB(napC)"
"2532","napD",945187,"Escherichia coli str. K-12 substr. MG1655","assembly protein for periplasmic nitrate reductase(napD)"
"2533","hcaT",947007,"Escherichia coli str. K-12 substr. MG1655","putative 3-phenylpropionic transporter(hcaT)"
"2534","ileX",947558,"Escherichia coli str. K-12 substr. MG1655","tRNA(ileX)"
"2535","ileU",947778,"Escherichia coli str. K-12 substr. MG1655","tRNA(ileU)"
"2536","ileT",948339,"Escherichia coli str. K-12 substr. MG1655","tRNA(ileT)"
"2537","pcm",944923,"Escherichia coli str. K-12 substr. MG1655","L-isoaspartate protein carboxylmethyltransferase type II(pcm)"
"2538","rcsC",948993,"Escherichia coli str. K-12 substr. MG1655","hybrid sensory kinase in two-component regulatory system with RcsB and YojN(rcsC)"
"2539","dam",947893,"Escherichia coli str. K-12 substr. MG1655","DNA adenine methyltransferase(dam)"
"2540","csdA",947275,"Escherichia coli str. K-12 substr. MG1655","cysteine sulfinate desulfinase(csdA)"
"2541","rluD",947087,"Escherichia coli str. K-12 substr. MG1655","23S rRNA pseudouridine(1911,1915,1917) synthase(rluD)"
"2542","yhaV",947638,"Escherichia coli str. K-12 substr. MG1655","toxin of the SohB(PrlF)-YhaV toxin-antitoxin system(yhaV)"
"2543","yzgL",947933,"Escherichia coli str. K-12 substr. MG1655","pseudo(yzgL)"
"2544","nanT",947740,"Escherichia coli str. K-12 substr. MG1655","sialic acid transporter(nanT)"
"2545","nanR",945468,"Escherichia coli str. K-12 substr. MG1655","sialic acid-inducible nan operon repressor(nanR)"
"2546","nanK",947757,"Escherichia coli str. K-12 substr. MG1655","N-acetylmannosamine kinase(nanK)"
"2547","stpA",947130,"Escherichia coli str. K-12 substr. MG1655","DNA binding protein, nucleoid-associated(stpA)"
"2548","yhbJ",947727,"Escherichia coli str. K-12 substr. MG1655","adaptor protein for GlmZ/GlmY sRNA decay, glucosamine-6-phosphate-regulated; NTPase(yhbJ)"
"2549","nanE",947745,"Escherichia coli str. K-12 substr. MG1655","putative N-acetylmannosamine-6-P epimerase(nanE)"
"2550","yhbE",947699,"Escherichia coli str. K-12 substr. MG1655","EamA family inner membrane putative transporter(yhbE)"
"2551","yhbO",947666,"Escherichia coli str. K-12 substr. MG1655","stress-resistance protein(yhbO)"
"2552","yhbP",947665,"Escherichia coli str. K-12 substr. MG1655","UPF0306 family protein(yhbP)"
"2553","nanA",947742,"Escherichia coli str. K-12 substr. MG1655","N-acetylneuraminate lyase(nanA)"
"2554","yhbQ",947671,"Escherichia coli str. K-12 substr. MG1655","GIY-YIG nuclease superfamily protein(yhbQ)"
"2555","rhtB",948316,"Escherichia coli str. K-12 substr. MG1655","homoserine, homoserine lactone and S-methyl-methionine efflux pump(rhtB)"
"2556","rhtC",948317,"Escherichia coli str. K-12 substr. MG1655","threonine efflux pump(rhtC)"
"2557","katG",948431,"Escherichia coli str. K-12 substr. MG1655","catalase-peroxidase HPI, heme b-containing(katG)"
"2558","dcd",946593,"Escherichia coli str. K-12 substr. MG1655","deoxycytidine triphosphate deaminase; dCTP deaminase(dcd)"
"2559","hcaD",945427,"Escherichia coli str. K-12 substr. MG1655","phenylpropionate dioxygenase, ferredoxin reductase subunit(hcaD)"
"2560","hcaE",946998,"Escherichia coli str. K-12 substr. MG1655","3-phenylpropionate dioxygenase, large (alpha) subunit(hcaE)"
"2561","hcaB",945346,"Escherichia coli str. K-12 substr. MG1655","2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase(hcaB)"
"2562","hcaC",947015,"Escherichia coli str. K-12 substr. MG1655","3-phenylpropionate dioxygenase, ferredoxin subunit(hcaC)"
"2563","yhaH",947617,"Escherichia coli str. K-12 substr. MG1655","DUF805 family inner membrane protein(yhaH)"
"2564","yhaI",947612,"Escherichia coli str. K-12 substr. MG1655","DUF805 family inner membrane protein(yhaI)"
"2565","talA",947006,"Escherichia coli str. K-12 substr. MG1655","transaldolase A(talA)"
"2566","yhaB",947705,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yhaB)"
"2567","hda",946977,"Escherichia coli str. K-12 substr. MG1655","ATPase regulatory factor involved in DnaA inactivation(hda)"
"2568","yhaC",947557,"Escherichia coli str. K-12 substr. MG1655","pentapetide repeats-related protein(yhaC)"
"2569","yhaO",947628,"Escherichia coli str. K-12 substr. MG1655","putative transporter(yhaO)"
"2570","yhaL",947618,"Escherichia coli str. K-12 substr. MG1655","uncharacterized protein(yhaL)"
"2571","yhaM",2847723,"Escherichia coli str. K-12 substr. MG1655","putative L-serine dehydratase alpha chain(yhaM)"
"2572","yhaJ",947621,"Escherichia coli str. K-12 substr. MG1655","LysR family putative transcriptional regulator(yhaJ)"
"2573","yhaK",947620,"Escherichia coli str. K-12 substr. MG1655","redox-sensitive bicupin(yhaK)"
"2574","csiE",947009,"Escherichia coli str. K-12 substr. MG1655","stationary phase inducible protein(csiE)"
"2575","dgoT",948196,"Escherichia coli str. K-12 substr. MG1655","D-galactonate transporter(dgoT)"
"2576","holC",948787,"Escherichia coli str. K-12 substr. MG1655","DNA polymerase III, chi subunit(holC)"
"2577","csiD",948076,"Escherichia coli str. K-12 substr. MG1655","carbon starvation protein(csiD)"
"2578","holD",948890,"Escherichia coli str. K-12 substr. MG1655","DNA polymerase III, psi subunit(holD)"
"2579","pflC",948453,"Escherichia coli str. K-12 substr. MG1655","putative [formate-C-acetyltransferase 2]-activating enzyme; pyruvate formate-lyase 1-activating enzyme(pflC)"
"2580","dgoR",2847767,"Escherichia coli str. K-12 substr. MG1655","D-galactonate catabolism operon transcriptional repressor(dgoR)"
"2581","pflD",948454,"Escherichia coli str. K-12 substr. MG1655","putative glycine radical domain-containing pyruvate formate-lyase(pflD)"
"2582","tatD",2847752,"Escherichia coli str. K-12 substr. MG1655","quality control of Tat-exported FeS proteins; Mg-dependent cytoplasmic DNase(tatD)"
"2583","tatC",948328,"Escherichia coli str. K-12 substr. MG1655","TatABCE protein translocation system subunit(tatC)"
"2584","tatB",948319,"Escherichia coli str. K-12 substr. MG1655","TatABCE protein translocation system subunit(tatB)"
"2585","tatA",948321,"Escherichia coli str. K-12 substr. MG1655","TatABCE protein translocation system subunit(tatA)"
"2586","ppiC",948285,"Escherichia coli str. K-12 substr. MG1655","peptidyl-prolyl cis-trans isomerase C (rotamase C)(ppiC)"
"2587","kup",948255,"Escherichia coli str. K-12 substr. MG1655","potassium transporter(kup)"
"2588","ppiA",947870,"Escherichia coli str. K-12 substr. MG1655","peptidyl-prolyl cis-trans isomerase A (rotamase A)(ppiA)"
"2589","rhsB",947994,"Escherichia coli str. K-12 substr. MG1655","Rhs protein with DUF4329 family putative toxin domain; putative neighboring cell growth inhibitor(rhsB)"
"2590","rhsA",948120,"Escherichia coli str. K-12 substr. MG1655","Rhs protein with putative toxin 55 domain; putative polysaccharide synthesis/export protein; putative neighboring cell growth inhibitor(rhsA)"
"2591","oxyR",948462,"Escherichia coli str. K-12 substr. MG1655","oxidative and nitrosative stress transcriptional regulator(oxyR)"
"2592","oxyS",2847701,"Escherichia coli str. K-12 substr. MG1655","ncRNA(oxyS)"
"2593","bax",948089,"Escherichia coli str. K-12 substr. MG1655","putative glucosaminidase(bax)"
"2594","pgk",947414,"Escherichia coli str. K-12 substr. MG1655","phosphoglycerate kinase(pgk)"
"2595","pphB",947196,"Escherichia coli str. K-12 substr. MG1655","serine/threonine-specific protein phosphatase 2(pphB)"
"2596","hfq",948689,"Escherichia coli str. K-12 substr. MG1655","global sRNA chaperone; HF-I, host factor for RNA phage Q beta replication(hfq)"
"2597","pgi",948535,"Escherichia coli str. K-12 substr. MG1655","glucosephosphate isomerase(pgi)"
"2598","fbaB",946632,"Escherichia coli str. K-12 substr. MG1655","fructose-bisphosphate aldolase class I(fbaB)"
"2599","fbaA",947415,"Escherichia coli str. K-12 substr. MG1655","fructose-bisphosphate aldolase, class II(fbaA)"
"2600","focB",949032,"Escherichia coli str. K-12 substr. MG1655","putative formate transporter(focB)"
"2601","narQ",946948,"Escherichia coli str. K-12 substr. MG1655","sensory histidine kinase in two-component regulatory system with NarP(narQ)"
"2602","narP",949081,"Escherichia coli str. K-12 substr. MG1655","response regulator in two-component regulatory system with NarQ(narP)"
"2603","uvrD",948347,"Escherichia coli str. K-12 substr. MG1655","DNA-dependent ATPase I and helicase II(uvrD)"
"2604","uvrA",948559,"Escherichia coli str. K-12 substr. MG1655","ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC(uvrA)"
"2605","gntK",947937,"Escherichia coli str. K-12 substr. MG1655","gluconate kinase 2(gntK)"
"2606","bcp",946949,"Escherichia coli str. K-12 substr. MG1655","peroxiredoxin; thiol peroxidase, thioredoxin-dependent(bcp)"
"2607","pfkA",948412,"Escherichia coli str. K-12 substr. MG1655","6-phosphofructokinase I(pfkA)"
"2608","bcr",944808,"Escherichia coli str. K-12 substr. MG1655","bicyclomycin/cysteine/sulfonamide efflux transporter(bcr)"
"2609","mscL",947787,"Escherichia coli str. K-12 substr. MG1655","mechanosensitive channel protein, high conductance(mscL)"
"2610","dppF",948056,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter ATPas(dppF)"
"2611","pldB",948314,"Escherichia coli str. K-12 substr. MG1655","lysophospholipase L2(pldB)"
"2612","dppD",948065,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter ATPas(dppD)"
"2613","pldA",948307,"Escherichia coli str. K-12 substr. MG1655","outer membrane phospholipase A(pldA)"
"2614","bfd",947836,"Escherichia coli str. K-12 substr. MG1655","bacterioferritin-associated ferredoxin(bfd)"
"2615","hycA",947193,"Escherichia coli str. K-12 substr. MG1655","regulator of the transcriptional regulator FhlA(hycA)"
"2616","bfr",947839,"Escherichia coli str. K-12 substr. MG1655","bacterioferritin, iron storage and detoxification protein(bfr)"
"2617","mgtA",948778,"Escherichia coli str. K-12 substr. MG1655","magnesium transporter(mgtA)"
"2618","hycH",947438,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3 maturation protein(hycH)"
"2619","hycI",947428,"Escherichia coli str. K-12 substr. MG1655","protease involved in processing C-terminal end of HycE(hycI)"
"2620","gntP",948848,"Escherichia coli str. K-12 substr. MG1655","fructuronate transporter(gntP)"
"2621","hycF",947048,"Escherichia coli str. K-12 substr. MG1655","formate hydrogenlyase complex iron-sulfur protein(hycF)"
"2622","hycG",947191,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3 and formate hydrogenase complex, HycG subunit(hycG)"
"2623","hycD",948994,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3, membrane subunit(hycD)"
"2624","gntR",947946,"Escherichia coli str. K-12 substr. MG1655","d-gluconate inducible gluconate regulon transcriptional repressor(gntR)"
"2625","hycE",947396,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3, large subunit(hycE)"
"2626","hycB",948002,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3, Fe-S subunit(hycB)"
"2627","gntT",947924,"Escherichia coli str. K-12 substr. MG1655","gluconate transporter, high-affinity GNT I system(gntT)"
"2628","hycC",945327,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 3, membrane subunit(hycC)"
"2629","gntU",2847760,"Escherichia coli str. K-12 substr. MG1655","gluconate transporter, low affinity GNT 1 system(gntU)"
"2630","eutA",946937,"Escherichia coli str. K-12 substr. MG1655","reactivating factor for ethanolamine ammonia lyase(eutA)"
"2631","eutB",946924,"Escherichia coli str. K-12 substr. MG1655","ethanolamine ammonia-lyase, large subunit, heavy chain(eutB)"
"2632","alsK",948596,"Escherichia coli str. K-12 substr. MG1655","D-allose kinase(alsK)"
"2633","eutC",946925,"Escherichia coli str. K-12 substr. MG1655","ethanolamine ammonia-lyase, small subunit (light chain)(eutC)"
"2634","actP",948575,"Escherichia coli str. K-12 substr. MG1655","acetate transporter(actP)"
"2635","alsE",948595,"Escherichia coli str. K-12 substr. MG1655","allulose-6-phosphate 3-epimerase(alsE)"
"2636","alsC",948594,"Escherichia coli str. K-12 substr. MG1655","D-allose ABC transporter permease(alsC)"
"2637","alsB",948604,"Escherichia coli str. K-12 substr. MG1655","D-allose ABC transporter periplasmic binding protein(alsB)"
"2638","alsA",948593,"Escherichia coli str. K-12 substr. MG1655","D-allose ABC transporter ATPase(alsA)"
"2639","ppdA",945393,"Escherichia coli str. K-12 substr. MG1655","putative prepilin peptidase-dependent protein(ppdA)"
"2640","ppdC",945797,"Escherichia coli str. K-12 substr. MG1655","putative prepilin peptidase-dependent protein(ppdC)"
"2641","ppdB",948985,"Escherichia coli str. K-12 substr. MG1655","putative prepilin peptidase-dependent protein(ppdB)"
"2642","dppA",948062,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter periplasmic binding protein; dipeptide chemotaxis receptor(dppA)"
"2643","dppC",948064,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter permease(dppC)"
"2644","dppB",948063,"Escherichia coli str. K-12 substr. MG1655","dipeptide/heme ABC transporter permease(dppB)"
"2645","hydN",947190,"Escherichia coli str. K-12 substr. MG1655","formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit(hydN)"
"2646","rhlB",948290,"Escherichia coli str. K-12 substr. MG1655","ATP-dependent RNA helicase(rhlB)"
"2647","tyrU",948474,"Escherichia coli str. K-12 substr. MG1655","tRNA(tyrU)"
"2648","acpS",947037,"Escherichia coli str. K-12 substr. MG1655","holo-[acyl-carrier-protein] synthase 1(acpS)"
"2649","acpT",947979,"Escherichia coli str. K-12 substr. MG1655","4'-phosphopantetheinyl transferase(acpT)"
"2650","tyrA",947115,"Escherichia coli str. K-12 substr. MG1655","fused chorismate mutase T/prephenate dehydrogenase(tyrA)"
"2651","tyrB",948563,"Escherichia coli str. K-12 substr. MG1655","tyrosine aminotransferase, tyrosine-repressible, PLP-dependent(tyrB)"
"2652","hokA",2847732,"Escherichia coli str. K-12 substr. MG1655","toxic polypeptide, small(hokA)"
"2653","hyfB",946961,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, membrane subunit(hyfB)"
"2654","acrF",947768,"Escherichia coli str. K-12 substr. MG1655","multidrug efflux system protein(acrF)"
"2655","hyfA",946959,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, 4Fe-4S subunit(hyfA)"
"2656","acrE",947706,"Escherichia coli str. K-12 substr. MG1655","cytoplasmic membrane lipoprotein(acrE)"
"2657","hyfD",947290,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, membrane subunit(hyfD)"
"2658","acrD",945464,"Escherichia coli str. K-12 substr. MG1655","aminoglycoside/multidrug efflux system(acrD)"
"2659","hyfC",947492,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, membrane subunit(hyfC)"
"2660","dgoA",2847766,"Escherichia coli str. K-12 substr. MG1655","2-oxo-3-deoxygalactonate 6-phosphate aldolase(dgoA)"
"2661","hyfE",945298,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, membrane subunit(hyfE)"
"2662","hyfF",946962,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, membrane subunit(hyfF)"
"2663","hyfG",946964,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, subunit(hyfG)"
"2664","hyfH",946965,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, Fe-S subunit(hyfH)"
"2665","hyfI",946966,"Escherichia coli str. K-12 substr. MG1655","hydrogenase 4, Fe-S subunit(hyfI)"
"2666","hyfJ",947713,"Escherichia coli str. K-12 substr. MG1655","putative processing element hydrogenase 4(hyfJ)"
"2667","dgoK",948207,"Escherichia coli str. K-12 substr. MG1655","2-oxo-3-deoxygalactonate kinase(dgoK)"
"2668","dgoD",2847765,"Escherichia coli str. K-12 substr. MG1655","D-galactonate dehydratase(dgoD)"
"2669","hyfR",948886,"Escherichia coli str. K-12 substr. MG1655","hydrogenase-4 transcriptional activator(hyfR)"
"2670","secB",948123,"Escherichia coli str. K-12 substr. MG1655","protein export chaperone(secB)"
"2671","wecB",944789,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetyl glucosamine-2-epimerase(wecB)"
"2672","wecC",948977,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase(wecC)"
"2673","wecD",948298,"Escherichia coli str. K-12 substr. MG1655","TDP-fucosamine acetyltransferase(wecD)"
"2674","secE",948486,"Escherichia coli str. K-12 substr. MG1655","preprotein translocase membrane subunit(secE)"
"2675","gmd",946562,"Escherichia coli str. K-12 substr. MG1655","GDP-D-mannose dehydratase, NAD(P)-binding(gmd)"
"2676","secG",947720,"Escherichia coli str. K-12 substr. MG1655","preprotein translocase membrane subunit(secG)"
"2677","nlpA",948175,"Escherichia coli str. K-12 substr. MG1655","cytoplasmic membrane lipoprotein-28(nlpA)"
"2678","rrfA",948345,"Escherichia coli str. K-12 substr. MG1655","5S ribosomal RNA of rrnA operon(rrfA)"
"2679","rrfB",948471,"Escherichia coli str. K-12 substr. MG1655","5S ribosomal RNA of rrnB operon(rrfB)"
"2680","rrfC",948273,"Escherichia coli str. K-12 substr. MG1655","5S ribosomal RNA of rrnC operon(rrfC)"
"2681","rrfD",947769,"Escherichia coli str. K-12 substr. MG1655","5S ribosomal RNA of rrnD operon(rrfD)"
"2682","rrfE",948516,"Escherichia coli str. K-12 substr. MG1655","5S ribosomal RNA of rrnE operon(rrfE)"
"2683","corA",948351,"Escherichia coli str. K-12 substr. MG1655","magnesium/nickel/cobalt transporter(corA)"
"2684","nlpI",947673,"Escherichia coli str. K-12 substr. MG1655","lipoprotein involved in osmotic sensitivity and filamentation(nlpI)"
"2685","hupA",948499,"Escherichia coli str. K-12 substr. MG1655","HU, DNA-binding transcriptional regulator, alpha subunit(hupA)"
"2686","nlpD",947011,"Escherichia coli str. K-12 substr. MG1655","activator of AmiC murein hydrolase activity, lipoprotein(nlpD)"
"2687","hypA",947195,"Escherichia coli str. K-12 substr. MG1655","protein involved in nickel insertion into hydrogenases 3(hypA)"
"2688","hypB",947194,"Escherichia coli str. K-12 substr. MG1655","GTP hydrolase involved in nickel liganding into hydrogenases(hypB)"
"2689","cspA",948070,"Escherichia coli str. K-12 substr. MG1655","RNA chaperone and antiterminator, cold-inducible(cspA)"
"2690","wecF",2847677,"Escherichia coli str. K-12 substr. MG1655","TDP-Fuc4NAc:lipidIIFuc4NAc transferase(wecF)"
"2691","hypE",947182,"Escherichia coli str. K-12 substr. MG1655","carbamoyl dehydratase, hydrogenases 1,2,3 maturation protein(hypE)"
"2692","glk",946858,"Escherichia coli str. K-12 substr. MG1655","glucokinase(glk)"
"2693","wecE",948296,"Escherichia coli str. K-12 substr. MG1655","TDP-4-oxo-6-deoxy-D-glucose transaminase(wecE)"
"2694","hypF",944963,"Escherichia coli str. K-12 substr. MG1655","carbamoyl phosphate phosphatase and [NiFe] hydrogenase maturation protein(hypF)"
"2695","hypC",947192,"Escherichia coli str. K-12 substr. MG1655","hydrogenase maturation protein(hypC)"
"2696","ivbL",948181,"Escherichia coli str. K-12 substr. MG1655","ilvB operon leader peptide(ivbL)"
"2697","wecG",948301,"Escherichia coli str. K-12 substr. MG1655","UDP-N-acetyl-D-mannosaminuronic acid transferase(wecG)"
"2698","hypD",947189,"Escherichia coli str. K-12 substr. MG1655","hydrogenase maturation protein(hypD)"
"2699","ppx",946970,"Escherichia coli str. K-12 substr. MG1655","exopolyphosphatase(ppx)"
"2700","csrA",947176,"Escherichia coli str. K-12 substr. MG1655","pleiotropic regulatory protein for carbon source metabolism(csrA)"
"2701","ugpQ",947955,"Escherichia coli str. K-12 substr. MG1655","glycerophosphodiester phosphodiesterase, cytosolic(ugpQ)"
"2702","rrfG",947070,"Escherichia coli str. K-12 substr. MG1655","5S ribosomal RNA of rrnG operon(rrfG)"
"2703","ppk",946971,"Escherichia coli str. K-12 substr. MG1655","polyphosphate kinase, component of RNA degradosome(ppk)"
"2704","rrfF",947771,"Escherichia coli str. K-12 substr. MG1655","5S ribosomal RNA of rrnD operon(rrfF)"
"2705","ppa",948748,"Escherichia coli str. K-12 substr. MG1655","inorganic pyrophosphatase(ppa)"
"2706","ugpA",947957,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate ABC transporter permease(ugpA)"
"2707","ppc",948457,"Escherichia coli str. K-12 substr. MG1655","phosphoenolpyruvate carboxylase(ppc)"
"2708","ugpC",947953,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate ABC transporter ATPase(ugpC)"
"2709","mdaB",947512,"Escherichia coli str. K-12 substr. MG1655","NADPH quinone reductase(mdaB)"
"2710","ugpB",947962,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate ABC transporter periplasmic binding protein(ugpB)"
"2711","ugpE",947959,"Escherichia coli str. K-12 substr. MG1655","sn-glycerol-3-phosphate ABC transporter permease(ugpE)"
"2712","osmY",948895,"Escherichia coli str. K-12 substr. MG1655","salt-inducible putative ABC transporter periplasmic binding protein(osmY)"
"2713","usg",946797,"Escherichia coli str. K-12 substr. MG1655","putative semialdehyde dehydrogenase(usg)"
"2714","cvpA",945055,"Escherichia coli str. K-12 substr. MG1655","colicin V production protein(cvpA)"
"2715","tnaB",948220,"Escherichia coli str. K-12 substr. MG1655","tryptophan transporter of low affinity(tnaB)"
"2716","tnaA",948221,"Escherichia coli str. K-12 substr. MG1655","tryptophanase/L-cysteine desulfhydrase, PLP-dependent(tnaA)"
"2717","gnd",946554,"Escherichia coli str. K-12 substr. MG1655","6-phosphogluconate dehydrogenase, decarboxylating(gnd)"
"2718","araE",947341,"Escherichia coli str. K-12 substr. MG1655","arabinose transporter(araE)"
"2719","pnp",947672,"Escherichia coli str. K-12 substr. MG1655","polynucleotide phosphorylase/polyadenylase(pnp)"
"2720","ibpA",948200,"Escherichia coli str. K-12 substr. MG1655","heat shock chaperone(ibpA)"
"2721","ibpB",948192,"Escherichia coli str. K-12 substr. MG1655","heat shock chaperone(ibpB)"
"2722","gmk",948163,"Escherichia coli str. K-12 substr. MG1655","guanylate kinase(gmk)"
"2723","ilvE",948278,"Escherichia coli str. K-12 substr. MG1655","branched-chain amino acid aminotransferase(ilvE)"
"2724","ilvD",948277,"Escherichia coli str. K-12 substr. MG1655","dihydroxyacid dehydratase(ilvD)"
"2725","ilvC",948286,"Escherichia coli str. K-12 substr. MG1655","ketol-acid reductoisomerase, NAD(P)-binding(ilvC)"
"2726","pbpG",946662,"Escherichia coli str. K-12 substr. MG1655","D-alanyl-D-alanine endopeptidase(pbpG)"
"2727","ilvG",2847699,"Escherichia coli str. K-12 substr. MG1655","pseudo(ilvG)"
"2728","ilvN",948183,"Escherichia coli str. K-12 substr. MG1655","acetolactate synthase 1 small subunit(ilvN)"
"2729","pbpC",947152,"Escherichia coli str. K-12 substr. MG1655","penicillin-insensitive murein repair transglycosylase; inactive transpeptidase domain protein(pbpC)"
"2730","ilvM",948279,"Escherichia coli str. K-12 substr. MG1655","acetolactate synthase 2 small subunit(ilvM)"
"2731","ilvL",948283,"Escherichia coli str. K-12 substr. MG1655","ilvG operon leader peptide(ilvL)"
"2732","pta",946778,"Escherichia coli str. K-12 substr. MG1655","phosphate acetyltransferase(pta)"
"2733","psd",948673,"Escherichia coli str. K-12 substr. MG1655","phosphatidylserine decarboxylase(psd)"
"2734","ilvA",948287,"Escherichia coli str. K-12 substr. MG1655","l-threonine dehydratase, biosynthetic; also known as threonine deaminase(ilvA)"
"2735","ilvB",948182,"Escherichia coli str. K-12 substr. MG1655","acetolactate synthase 2 large subunit(ilvB)"
"2736","gph",947895,"Escherichia coli str. K-12 substr. MG1655","phosphoglycolate phosphatase(gph)"
"2737","thyA",949035,"Escherichia coli str. K-12 substr. MG1655","thymidylate synthetase(thyA)"
"2738","sixA",946815,"Escherichia coli str. K-12 substr. MG1655","phosphohistidine phosphatase(sixA)"
"2739","gor",948014,"Escherichia coli str. K-12 substr. MG1655","glutathione oxidoreductase(gor)"
"2740","fruB",946677,"Escherichia coli str. K-12 substr. MG1655","fused fructose-specific PTS enzymes: IIA component/HPr component(fruB)"
"2741","fruA",946672,"Escherichia coli str. K-12 substr. MG1655","fused fructose-specific PTS enzymes: IIBcomponent/IIC components(fruA)"
"2742","fruK",946676,"Escherichia coli str. K-12 substr. MG1655","fructose-1-phosphate kinase(fruK)"
"2743","frvA",948391,"Escherichia coli str. K-12 substr. MG1655","putative enzyme IIA component of PTS(frvA)"
"2744","csrC",2847776,"Escherichia coli str. K-12 substr. MG1655","ncRNA(csrC)"
"2745","csrB",2847719,"Escherichia coli str. K-12 substr. MG1655","ncRNA(csrB)"
"2746","frvB",948390,"Escherichia coli str. K-12 substr. MG1655","putative PTS enzyme, IIB component/IIC component(frvB)"
"2747","crp",947867,"Escherichia coli str. K-12 substr. MG1655","cAMP-activated global transcription factor, mediator of catabolite repression(crp)"
"2748","crr",946880,"Escherichia coli str. K-12 substr. MG1655","glucose-specific enzyme IIA component of PTS(crr)"
"2749","frvR",948389,"Escherichia coli str. K-12 substr. MG1655","putative frv operon regulator; contains a PTS EIIA domain(frvR)"
"2750","frvX",948388,"Escherichia coli str. K-12 substr. MG1655","putative peptidase(frvX)"
"2751","upp",946979,"Escherichia coli str. K-12 substr. MG1655","uracil phosphoribosyltransferase(upp)"
"2752","frwB",948447,"Escherichia coli str. K-12 substr. MG1655","putative enzyme IIB component of PTS(frwB)"
"2753","frwD",948452,"Escherichia coli str. K-12 substr. MG1655","putative enzyme IIB component of PTS(frwD)"
"2754","frwC",948448,"Escherichia coli str. K-12 substr. MG1655","putative enzyme IIC component of PTS(frwC)"
